,tel,link,descricao
MERCADINHO SAO LUIZ,+55 18 3281-6175,"['https://www.solutudo.com.br/empresas/sp/pres-epitacio/super-minimercados/mercadinho-sao-luiz-3751598', 'https://www.apontador.com.br/local/sp/presidente_epitacio/mercearias/C404125A18363C3638/mercadinho_sao_luiz.html', 'https://www.cliqueiachei.com.br/telefone2/presidente-epitacio/sp/mercadinho-sao-luiz-2', 'https://www.listamais.com.br/local/cad_idXB5fZX/mercadinho-sao-luiz-agua-mineral-em-presidente-epitacio-sp', 'https://www.descubraonline.com/guia/sp/presidente-epitacio/mercadinho-sao-luiz-05898201000171/', 'https://www.top-rated.online/cities/Presidente+Epit%C3%A1cio/place/p/5834111/Mercadinho+S%C3%A3o+Luiz', 'https://ponto18.com.br/EmpresaDetalhes-mercadinho+sao+luiz-OTQ3OTE=', 'https://br.todosnegocios.com/pt/mercadinho-s%C3%A3o-luiz_54R-18-3281-6175', 'http://cnpj.info/Alves-Alves-Mercado-Mercadinho-Sao-Luiz']","['A empresa Mercadinho Sao Luiz trabalha desde 2003 na categoria Super - Minimercados na cidade de Presidente Epitácio, SP na Rua Antonio Venancio Lopes,\xa0...', 'Mercadinho Sao Luiz. Rua Antônio Venâncio Lopes, 13-10, Vila Maria,Presidente Epitácio - SP, CEP: 19470-000. 0 avaliações. Aberto agora. Dom: 10:00 às 18:00.', 'Presidente Epitácio SP. Mercadinho São Luiz. PROBLEMAS NO TELEFONE? Telefone. Fixo. (18) 3281-6175. Ligar. Endereço. Rua Antônio Venâncio Lopes, 1310\xa0...', 'Mercadinho São Luiz Presidente Epitácio SP Água Mineral | Encontre na Lista Mais o Telefone, WhatsApp, Endereço, Avaliações e Como Chegar em Rua Antônio\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Mercadinho Sao Luiz em Presidente Epitácio, São Paulo. ; Razão Social: ALVES & ALVES MERCADO LTDA\xa0...', 'Address. R. Antônio Venâncio Lopes, 1310 - Pres. Epitácio, SP, 19470-000, Brazil. Contact. +55 18 3281-6175. Rating on Google Maps. 4.40 (114 reviews)\xa0...', 'Supermercados em Presidente Epitácio, SP | Mercadinho São Luiz. Supermercados. Mercearia. Supermercados em Presidente Epitácio, SP | Mercadinho São Luiz\xa0...', 'Mercadinho São Luiz está localizado em Presidente Epitácio, São Paulo. Esta empresa está operando na seguinte indústria: Mercearias e supermercados.', 'Consulta CNPJ da empresa Alves & Alves Mercado LTDA | Mercadinho Sao Luiz. Também ver outro informações: situação ... PRESIDENTE EPITACIO - SP 19470-000\xa0...']"
MINIMERCADO JC,+55 18 3287-1248,"['https://www.solutudo.com.br/empresas/sp/pres-epitacio/super-minimercados/minimercado-jc-3751525', 'https://www.facebook.com/mercadojcampinal/', 'https://cnpj.biz/05302253000133', 'https://br.todosnegocios.com/pt/minimercado-jc-18-3287-1248', 'https://www.ponto18.com.br/EmpresaDetalhes-mini+mercado+jc-MTkyNTQ=', 'https://www.descubraonline.com/guia/sp/presidente-epitacio/minimercado-jc-05302253000133/', 'https://www.yelp.com/biz/mini-mercado-j-c-presidente-prudente', 'https://www.diariocidade.com/sp/presidente-epitacio/guia/minimercado-jc-05302253000133/']","['A empresa Minimercado Jc que tem como razão social Maria Roseli Martins De Moraes foi fundada em 24/07/2002 e está cadastrada na Solutudo no segmento de\xa0...', 'Mercado JC · Page · Convenience Store · Av. Nishiro Shiguematsu 6 12, Presidente Epitácio, SP, Brazil · minimercadojcampinal@gmail.com · jeancmmoraes.wixsite.com/\xa0...', 'Todos os dados da empresa Minimercado Jc Maria Roseli Martins de Moraes com CNPJ 05.302.253/0001-33 - 05302253000133 de Presidente Epitácio/SP. Telefone...', 'A MiniMercado JC está localizada em Av. Nishiro Shiguematsu, 6-12, Pres. Epitácio - SP, 19490-000, Brazil, Presidente Epitácio, São Paulo. Q3.', 'Conveniência em Presidente Epitácio, SP | Mini Mercado JC. Conveniência. Bebidas em Geral. Conveniência em Presidente Epitácio, SP | Mini Mercado JC - Guia\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Minimercado Jc em Presidente Epitácio, São Paulo. MARIA ROSELI MARTINS DE MORAES com o CNPJ\xa0...', ""Mini Mercado J C in Presidente Prudente, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what's great and not so great\xa0..."", 'Minimercado Jc em Presidente Epitácio - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...']"
COMERCIAL ROMY,NAO DISPONIBILIZADO,"['https://www.econodata.com.br/consulta-empresa/05458200000106-R-DO-SOCORRO-DOS-REIS-DA-SILVA-COMERCIO', 'https://www.descubraonline.com/guia/ma/santa-luzia/comercial-romy-05458200000106/', '/search?q=COMERCIAL+ROMY,+SANTA+LUZIA+-+MA&tbm=isch&source=univ&fir=6HH_YsJ8zBcYeM%252C1aXcC0vuiG7LLM%252C_%253BOUCNadTa4ymC2M%252CdsoiZDqHbI8DpM%252C_%253BwNOqA9snpnQWgM%252Cn-Ye0F692P8GdM%252C_%253BFD51Mz5-0GiOGM%252C0qHFdWdvdZkEIM%252C_%253BMcxUKxKqubnP9M%252CHQ3vkA0W1hYonM%252C_%253BZAbNHmeBMXD-6M%252C1aXcC0vuiG7LLM%252C_%253BoXl25fL3bsRKrM%252Cf3hgAlOstJ75SM%252C_%253BdnWQ-SFtHW3bjM%252C6iLYDNEIY-eBwM%252C_%253B9hjjl3CPyZmtmM%252Cn-Ye0F692P8GdM%252C_%253BXQ1NwfAqMG_RiM%252C2j6Z-qAKRS-n4M%252C_&usg=AI4_-kTTF38PUVId-0MYo9jWerThfN_w3Q&sa=X&ved=2ahUKEwjqt4T03Zb9AhU1ElkFHfhWA4oQjJkEegQIChAC', 'https://www.diariocidade.com/ma/santa-luzia/guia/comercial-romy-05458200000106/', 'https://cnpj.biz/05458200000106', 'https://cidadeurgente.com/ma/santa-luzia/guia/comercial-romy-05458200000106/amp/', 'https://empresasdobrasil.com/empresas/santa-luzia-ma/lojas-de-cosmeticos-produtos-de-perfumaria-e-de-higiene-pessoal', 'https://www.state.gov/wp-content/uploads/2020/05/Diplomatic-Book-Spring-2020.pdf', 'https://en.wikipedia.org/wiki/Santa_Luzia,_Maranh%C3%A3o']","['Consulte o CNPJ da COMERCIAL ROMY de Santa Luzia, MA, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Comercial Romy em Santa Luzia, Maranhão. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Comercial Romy em Santa Luzia - MA, Maranhão. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'Dec 10, 2002 — Comercial Romy R. do Socorro dos Reis da Silva - Comercio Br 222 10. Centro Santa Luzia MA 65390-000. Procurar no Google Maps\xa0...', 'Comercial Romy em Santa Luzia - MA, Maranhão. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.', '... de cosméticos, produtos de perfumaria e de higiene pessoal em Santa Luzia - MA. ... COMERCIAL ROMY - R. DO SOCORRO DOS REIS DA SILVA - COMERCIO - ME.', '(c) an action relating to any professional or commercial activity exercised ... Chancery: 1601 MASSACHUSETTS AVENUE, NW, 20036 ... CARLA ELISABETH ST JEAN.', 'Santa Luzia is a municipality in the state of Maranhão in the Northeast region of Brazil. Santa Luzia. Municipality. Nickname: Rainha do Vale do Pindaré.']"
MERCADO DALBERTO,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rs/serafina-correa/super-minimercados/mercado-dalberto-10140065', 'https://www.diariocidade.com/rs/serafina-correa/guia/mercado-dalberto-04812852000134/', 'https://www.descubraonline.com/guia/rs/serafina-correa/mercado-dalberto-04812852000134/', 'https://consultas.plus/lista-de-empresas/rio-grande-do-sul/serafina-correa/04812852000134-ivete-maria-defendi-dalberto/', 'http://brfirmas.org/Mercado+Dalberto-2021037', '/search?q=MERCADO+DALBERTO,+SERAFINA+CORREA+-+RS&tbm=isch&source=univ&fir=Em6zH3bdiwRdqM%252ChyZJ4lCVCoCV0M%252C_%253BfPJSIypLo7SmLM%252ChyZJ4lCVCoCV0M%252C_%253BEHBwBwJkYokBmM%252Cv8VxKAdiVoieBM%252C_%253BlZHUnlVyiAqddM%252C8qZKW_qVyJyL9M%252C_%253Bxzsi-fV3ICQxkM%252Cv8VxKAdiVoieBM%252C_%253Bx0uZ88M2xGlY5M%252CPSa8YV8hZ1S4MM%252C_%253B43TzkwI6uj2p4M%252CB6wpeX6RsTzgeM%252C_%253BHNMH4GnneQYK0M%252CpYBQSDunuPF3nM%252C_%253B1KY6tlcs4VZZaM%252ChyZJ4lCVCoCV0M%252C_%253Buif8rM1HJsesCM%252Cmi0ookLhuh5LcM%252C_&usg=AI4_-kTMB1FgUtjVYGDC9ImDljvM1W9Zkg&sa=X&ved=2ahUKEwjamPb53Zb9AhWHEVkFHWNVCCgQjJkEegQIEhAC', 'https://consultacnpj.com/cnpj/ivete-maria-defendi-dalberto-mercado-dalberto-04812852000134', 'https://www.econodata.com.br/consulta-empresa/92149665000180-MERCADO-DALBERTO-LTDA']","['A empresa Mercado Dalberto trabalha há mais de 20 anos na categoria Super - Minimercados na cidade de Serafina Corrêa, RS na Rua Presidente Vargas,\xa0...', 'Mercado Dalberto em Serafina Corrêa - RS, Rio Grande do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas\xa0...', 'Razão Social: IVETE MARIA DEFENDI DALBERTO ; Nome Fantasia: MERCADO DALBERTO ; Natureza Jurídica: 213-5 Empresário Individual ; CNPJ: 04.812.852/0001-34 ; Início\xa0...', 'A empresa Ivete Maria Defendi Dalberto, aberta em 13/12/2001, é uma MATRIZ do tipo Empresário (Individual) que está situada em Serafina Corrêa – RS.', 'Mercado Dalberto ; Badaloti Supermercado. Rua São Cristóvão 49, Serafina Correa, RS 99250-000. Distância: 0.0656 quilômetros ; Serrana Atacadista. Rua da\xa0...', 'mercado dalberto. Serafina Correa, RS. Filtre empresas similares por região:.', 'Consulte o CNPJ da MERCADO DALBERTO LTDA de Marau, RS, seus sócios e contatos como telefones, ... Comércio Varejista Marau - RS ... SERAFINA CORREA, RS.']"
MERCADO PLANALTO,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rs/serafina-correa/super-minimercados/mercado-planalto-10121757', 'https://www.listaamarela.com.br/empresa/rs/serafina-correa/mercado-planalto_9314731', 'https://www.guiatelefone.com/serafina-correa-rs/mercados-e-supermercados/2286544/mercado-planalto', 'https://www.econodata.com.br/consulta-empresa/03423034000187-MERCADO-CUNICO-LTDA-', 'https://es-es.facebook.com/planaltoconexoes/', 'https://applocal.com.br/empresa/mercado-planalto/serafina-correa/rs/9326081', 'https://m.guiaking.com.br/empresa/mercado+planalto_serafina+correa_rs_822320.html']","['No mercado, a empresa está localizada na Rua Ipiranga, Nº 1637 - 1 Piso no bairro Planalto em Serafina Corrêa - RS, CEP 99250-000.', 'MERCADO PLANALTO está na categoria da Supermercados em Serafina Corrêa/RS. Rua Ipiranga , 1761. Centro, Serafina Corrêa, RS.', 'Consulte a nossas ofertas. estamos no endereço Rua Ipiranga, 1761, no bairro de Centro na cidade de Serafina Corrêa, RS. Avalie.', 'Consulte o CNPJ da MERCADO PLANALTO de Serafina Corrêa, RS, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'A empresa Planalto Conexões que atua a dez anos no mercado, tem uma linha completa de conexões, mangueiras e flexiveis. Contando com profissionais capacitados,\xa0...', 'Ligue ☎ (54)... e fique por dentro das ofertas da semana. Mercado Planalto está localizada em Serafina Corrêa, RS atuamos como Supermercados na região,\xa0...', 'MERCADO PLANALTO R Ipiranga 1761 Bairro Centro Cidade Serafina Correa, RS.']"
SUPERMERCADO SANTANA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rn/mossoro/super-minimercados/supermercado-santana-10187694', 'https://cnpj.biz/08127672000174', 'https://www.instagram.com/supermercadosantanadamolandia/?hl=en', '/search?q=SUPERMERCADO+SANTANA,+MOSSORO+-+RN&tbm=isch&source=univ&fir=uxIdlf4UdzQupM%252Cjq2gty0u9db34M%252C_%253B_644muZYZ2pHBM%252Cjq2gty0u9db34M%252C_%253Bmgr0f6ej1nkerM%252C3qJnUhikAg2iWM%252C_%253B8VsJu-jcndqM5M%252Cn1IBm9yYjlTNBM%252C_%253Bulp6Z4FtF-BXsM%252Cx_QvNnOLaTDzeM%252C_%253BW-fVNSz1ojQBEM%252CsqsNc2pSRreSPM%252C_%253BMCHNf1EQObiU9M%252CvP53MAA_368VXM%252C_%253Br5JHmCkDR8aHzM%252CwwZsk2RAu0lxnM%252C_%253BYG_7Iw6L2tdOEM%252CvP53MAA_368VXM%252C_%253BFR7frU9J0JJUaM%252CsqsNc2pSRreSPM%252C_&usg=AI4_-kSN96FqJliitTxwR51anCVYA02cLg&sa=X&ved=2ahUKEwiMteOF3pb9AhXuKlkFHfkwDyMQjJkEegQIExAC', 'https://www.econodata.com.br/consulta-empresa/46434666000159-M-E-DE-MORAIS', 'https://pt.foursquare.com/v/supermercado-cidade-alternativo/4f57e921e4b0271ffe90c4d2', 'https://www.joicesantanaimoveis.com.br/imobiliaria/mossoro-rn/imoveis/3']","['No mercado, a empresa está localizada na Rua Paulo De Albuquerque, Nº 166 no bairro Boa Vista em Mossoró - RN, CEP 59605-090. A empresa Supermercado Santana\xa0...', 'Todos os dados da empresa Supermercado Santana Manoel Alves Santana com CNPJ 08.127.672/0001-74 - 08127672000174 de Mossoró/RN. Endereço, Situação...', '756 Followers, 74 Following, 171 Posts - See Instagram photos and videos from Supermercado Santana (@supermercadosantanadamolandia)', 'Consulte o CNPJ da SUPERMERCADO SENHORA SANTANA de Luís Gomes, RN, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Ana Santana C. Ana Santana CarvalhoAbril 18, 2013. Eu faço compras no Supermercado cidade, e\xa0...', 'Imóveis em Mossoró - RN - 3. ... CA0501 - Casa bem localizada no bairro Alto do Sumaré há poucos metros do Supermercado Rede 10, Acadenmia, Padaria!!!']"
CANTINA ABOLICAO,NAO DISPONIBILIZADO,"['https://www.diariocidade.com/rn/mossoro/guia/cantina-abolicao-08378853000173/', 'https://www.descubraonline.com/guia/rn/mossoro/cantina-abolicao-08378853000173/', 'https://www.benditoguia.com.br/empresa/cantina-sao-jose-abolicao-mossoro-rn', 'https://www.solutudo.com.br/empresas/rn/mossoro/cantina/jb-conveniencia-15502113', 'https://www.apontador.com.br/local/rn/mossoro/docerias_e_confeitarias/C417231229212E2124/marron_galce_delicatessen.html', 'https://www.instagram.com/pitstop.abolicao/?hl=en', '/search?q=CANTINA+ABOLICAO,+MOSSORO+-+RN&tbm=isch&source=univ&fir=1LtgpUZz9xcEeM%252CttkmEhYaZr7hbM%252C_%253BriOsgpFL5JN2eM%252CH1r-cpenamsd5M%252C_%253BjkQBvu49mAn4zM%252CLfc6jDKza91PFM%252C_%253BZhjonlVNPQfnzM%252CqucJf93cDn5xOM%252C_%253Br-ZGNI_5QyckDM%252CSoYWCe2NZ07XTM%252C_%253BrHZRjhl3TnKr_M%252CtZl4pmnNOgGf8M%252C_%253BhLn_T50Sx9MgNM%252CK2eAt3fPYfe86M%252C_%253BH1hSFLQ3W5mj4M%252Cj_GIyPoojhJyAM%252C_%253BEVOBh4P_9yflDM%252CKHt5YjFbmJD50M%252C_%253Bhu7kZiUMdIYyAM%252C0zTecOl4dSaQGM%252C_&usg=AI4_-kSWa4dBK1D0sQbfbcLu0fpLB6s_IA&sa=X&ved=2ahUKEwiOkdWL3pb9AhUhD1kFHdmBDZkQjJkEegQIExAC']","['A empresa Cantina Abolicao, localizada no bairro Abolicao, em Mossoró-RN foi fundada em 1978. A atividade principal da empresa é Comércio Varejista de\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Cantina Abolicao em Mossoró, Rio Grande do Norte. FRANCISCO JOSE DA SILVEIRA MATOS com o CNPJ\xa0...', 'Cantina São José Abolição Mossoró RN - Lanchonete em Mossoró localizada no endereço Av. Alberto Maranhão, 2799 - Centro, Mossoró - RN, 59614-590, Brazil.', 'Jb Conveniencia ; Endereço. Rua Dracon De Albuquerque, 462, Abolição Mossoró/RN - CEP 59611-020 ; Telefone. (84) 9413-9768.', '... as fotos e as avaliações do Marron Galce Delicatessen especializado em null localizado em R EUTIQUIANO REIS, 44, 59612-180, Abolição, MOSSORO, RN.', 'Pit Stop | Delivery | Conveniência 84- 3062-4831 Rua Monsenhor Gurgel, 1, Abolicao I, Mossoró-RN. Esperamos por você!']"
MINI BOX AVENIDA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rn/mossoro/super-minimercados/mini-box-avenida-10088715', 'https://www.econodata.com.br/consulta-empresa/01021040000182-F-C-DE-OLIVEIRA-COMERCIO', 'https://www.apontador.com.br/local/rn/mossoro/comida_chinesa/C407970F33372C3728/mini_box_avenida.html', 'https://www.descubraonline.com/guia/rn/mossoro/mini-box-avenida-01021040000182/', 'https://guiafacil.com/site/mini-box/mossoro/rn/8433185180/', 'https://soamaps.com/country/BR/1597357/mini-box-avenida', 'https://informacoesdobrasil.com.br/local/rn/mossoro/mini-box-avenida-rio-branco-5555+5806592/', 'https://cnpj.biz/40418367000144']","['A empresa Mini Box Avenida trabalha há mais de 26 anos na categoria Super - Minimercados na cidade de Mossoró, RN na Avenida Alberto Maranhao,\xa0...', 'Consulte o CNPJ da MINI BOX AVENIDA de Mossoró, RN, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários\xa0...', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Mini Box Avenida especializado em null localizado em Avenida Alberto Maranhão, 237,\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Mini Box Avenida em Mossoró, Rio Grande do Norte. F C DE OLIVEIRA COMERCIO com o CNPJ 01.021.040/\xa0...', 'MINI BOX tem como foco o segmento de Bebidas - Depósitos e Distribuidores em Mossoró. Você pode localizá-lo em Avenida Abel Coelho, 1 no bairro Abolição...', 'Av. Alberto Maranhão, 43 - Centro, Mossoró - RN, 59600-295, Brazil.', 'Informações sobre MINI BOX - Avenida Rio Branco, 5555 - LADO, Mossoró - RN.', 'Todos os dados da empresa Mini Box Avenida Rita de Cassia Martins Ribeiro com CNPJ 40.418.367/0001-44 - 40418367000144 de Mossoró/RN. Telefone, E-mail...']"
MERCANTIL OPCAO,+55 84 2142-3371,"['https://www.apontador.com.br/local/rn/mossoro/alimentos/C406536736423Q4232/mercantil_opcao.html', 'https://www.descubraonline.com/guia/rn/mossoro/mercantil-opcao-01477548000190/', 'https://www.diariocidade.com/rn/mossoro/guia/mercantil-opcao-01477548000190/', 'https://www.solutudo.com.br/rn/mossoro/cantina/mercantil-boa-opcao-14413960', 'https://cidadeurgente.com/rn/mossoro/guia/mercantil-opcao-01477548000190/amp/', 'https://cnpj.biz/01477548000190', 'https://www.procuroacho.com/empresas/rn/mossoro/39.882.088/0001-58/mercantil-mj', 'https://www.econodata.com.br/consulta-empresa/03252823000100-J-R-DE-PAIVA-CIA-LTDA-']","['Mercantil Opcao. Rua Chico Linhares, 9, QUADRA 26 C, Alto de São Manoel,Mossoró - RN, CEP: 59631-150. 0 avaliações. Aberto agora. Dom: 10:00 às 18:00.', 'Confira abaixo os telefones, endereço e e-mail para contato de Mercantil Opcao em Mossoró, Rio Grande do Norte. ; Razão Social: MARIA OSMARINA OLIVEIRA POMBO\xa0...', 'A empresa Mercantil Opcao, localizada no bairro Alto de Sao Manoel, em Mossoró-RN foi fundada em 1996. A atividade principal da empresa é Comércio Varejista\xa0...', 'A empresa Mercantil Boa Opcao trabalha desde 2016 na categoria Cantina na cidade de Mossoró, RN na Avenida Industrial Dehuel Vieira Diniz, Nº S/N - Sala 01\xa0...', 'Confira no mapa como chegar em Mercantil Opcao, no endereço: Rua Chico Linhares, 9, QUADRA 26 C, Alto de Sao Manoel, Mossoró-RN. CEP: 59631-150 .', 'Todos os dados da empresa Mercantil Opcao Maria Osmarina Oliveira Pombo com CNPJ 01.477.548/0001-90 - 01477548000190 de Mossoró/RN. Endereço, Situação...', 'Informações da Empresa Mercantil Mj - 39.882.088/0001-58. ... Empresas e CNPJ RN Mossoro ... Data de Opção Pelo Simples: 23/11/2020. Opção pelo Simples: Sim\xa0...', 'Consulte o CNPJ da MERCANTIL PAIVA de Mossoró, RN, seus sócios e contatos como telefones, emails e website, além de faturamento, ... Opção pelo Simples.']"
AMAZONIA FOODS BRASIL,+55 84 99812-5708,"['https://www.econodata.com.br/consulta-empresa/05499613000139-AMAZONIA-FOODS-BRASIL-LTDA', 'https://cnpj.biz/05499613000139', 'https://www.diariocidade.com/rn/mossoro/guia/amazonia-foods-brasil-05499613000139/', 'https://www.descubraonline.com/guia/rn/mossoro/amazonia-foods-brasil-05499613000139/', 'https://consultas.plus/lista-de-empresas/rio-grande-do-norte/mossoro/05499613000139-amazonia-foods-brasil-ltda/', 'https://cidadeurgente.com/rn/mossoro/guia/amazonia-foods-brasil-05499613000139/', 'http://cnpj.info/Amazonia-Foods-Brasil', 'https://cnpj.linkana.com/cnpj/AMAZONIA-FOODS-BRASIL-LTDA/05499613000139', 'https://www.facebook.com/A%C3%A7ai-Amaz%C3%B4nia-Foods-121003766267412/']","['Consulte o CNPJ da AMAZONIA FOODS BRASIL de Mossoró, RN, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Todos os dados da empresa Amazonia Foods Brasil LTDA com CNPJ 05.499.613/0001-39 - 05499613000139 de Mossoró/RN. Telefone, E-mail, Endereço, Sócios...', 'A empresa Amonia Foods Brasil, que tem a razão social AMAZONIA FOODS BRASIL LTDA, está presente no segmento de Mercados e foi fundada em 29/01/2003. A empresa\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Amazonia Foods Brasil em Mossoró, Rio Grande do Norte. AMAZONIA FOODS BRASIL LTDA com o CNPJ\xa0...', 'A empresa Amazonia Foods Brasil Ltda, aberta em 29/01/2003, é uma MATRIZ do tipo Sociedade Empresária Limitada que está situada em Mossoró – RN.', 'A empresa Amonia Foods Brasil, que tem a razão social AMAZONIA FOODS BRASIL LTDA, está presente no segmento de Mercados e foi fundada em 29/01/2003.', 'Consulta CNPJ da empresa Amazonia Foods Brasil LTDA | Amazonia Foods Brasil. Também ver outro informações: situação cadastral, ... MOSSORO - RN 59625-000\xa0...', 'Veja informações da empresa ou fornecedor AMAZONIA FOODS BRASIL LTDA - 05.499.613/0001-39 e ... de porte Micro Empresa que está localizada em MOSSORO - RN.', 'Açai Amazônia Foods. 166 likes. Product/service.']"
RV DISTRIBUIDORA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rn/mossoro/super-minimercados/rv-distribuidora-10204848', '/search?q=RV+DISTRIBUIDORA,+MOSSORO+-+RN&tbm=isch&source=univ&fir=1znfcMimK2_qgM%252Cl4jl_d8GqYEF8M%252C_%253BvAATLTKB-BtktM%252Cl4jl_d8GqYEF8M%252C_%253Bj4NHN6qJDMFv_M%252Cl4jl_d8GqYEF8M%252C_%253BIajOlMb173LHuM%252CnqezvfRotHFsAM%252C_%253B7fqUNWQUTadRfM%252Cl4jl_d8GqYEF8M%252C_%253BWhnGW8PaNRdrjM%252CmgCMGCfpYJ9QbM%252C_%253BBgNevCIg33mk5M%252Cl4jl_d8GqYEF8M%252C_%253BQ2ndkTZIoEIJ8M%252CLPoA9UjCFgdzyM%252C_%253Bd8eWkktyqSYCAM%252Cl4jl_d8GqYEF8M%252C_%253B5t8SQVX7QmjiDM%252Cl4jl_d8GqYEF8M%252C_&usg=AI4_-kRfzYtUYkqCm0PVHJ2F3n3QfP8G4Q&sa=X&ved=2ahUKEwi85pWj3pb9AhVrLVkFHWkECHkQjJkEegQIExAC', 'https://www.econodata.com.br/consulta-empresa/09020507000181-RUBENS-J-DE-L-VIANA', 'https://www.descubraonline.com/guia/rn/mossoro/rv-distribuidora-09020507000181/', 'https://cnpj.biz/09020507000181', 'https://lojasshoppingemnatal.com.br/rn/rv-distribuidora-nova-batania-mossoro-supermercado-hipermercado-mercadinho-187100', 'https://www.instagram.com/distribuidorarvcastro/?hl=en', 'https://www.montclairlocal.news/spc/?wptouch_switch=mobile&redirect=//ciobidluhydviwo.ml/72-Whmontclairlocal-655']","['Rv Distribuidora ; Endereço. Rua Frei Miguelinho, 1632, Nova Betania Mossoró/RN - CEP 59607-250 ; Telefone. (84) 3312-3922 • (84) 8851-5841 · (84) 3312-3922\xa0...', 'Consulte o CNPJ da RV DISTRIBUIDORA de Mossoró, RN, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários\xa0...', 'Rv Distribuidora em Mossoró, Rio Grande do Norte. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Todos os dados da empresa Rv Distribuidora Rubens J. de L. Viana com CNPJ 09.020.507/0001-81 - 09020507000181 de Mossoró/RN. Telefone, E-mail, Endereço...', 'Telefone Rv Distribuidora - Nova Batania - Mossoro - Supermercado - Hipermercado - Mercadinho ; Endereço: Rua Frei Miguelinho 1632 - CEP: 59607250 ; Bairro: Nova\xa0...', '1218 Followers, 316 Following, 225 Posts - See Instagram photos and videos from Distribuidora RV CASTRO (@distribuidorarvcastro)', 'Comercial y distribuidora bertonati sa, Early 19th century rodeo cowboys in ... Cantecele lui violeta scriser, Restaurantes tabatinga rn, Dinesh ravindra\xa0...']"
