,tel,link,descricao
ITA PERSIANAS,NAO DISPONIBILIZADO,"['https://guiafacil.com/site/ita-persianas/juiz-de-fora/mg/3232213188/', 'https://www.solutudo.com.br/empresas/mg/jz-fora/industrias/ita-persianas-3436484', 'https://www.planetabrasileiro.com/ita-persianas-juiz-de-fora-mg-F1006C00313D2', 'https://www.listaamarela.com.br/empresa/mg/juiz-de-fora/ita-persianas_8482665', 'https://listatudo.com.br/minas-gerais/juiz-de-fora-e-regiao/juiz-de-fora/casa-e-jardim/casa/janelas-paredes-e-piso/persianas/ita-persianas/', 'https://www.yelp.com/biz/it%C3%A1-persianas-juiz-de-fora', 'https://www.cylex.com.br/juiz-de-fora/ita-persianas---cer%C3%A2mica-11493313.html', 'https://applocal.com.br/empresa/ita-persianas/juiz-de-fora/mg/8494015', 'https://16217-br.all.biz/']","['ITA PERSIANAS tem como foco o segmento de Persianas em Juiz de Fora. Você pode localizá-lo em Avenida Brasil, 10791 no bairro Cerâmica em Juiz de Fora. ...', 'Ita Persianas ; Endereço. Avenida Garcia Rodrigues Paes, 10791, Industrial Juiz de Fora/MG - CEP 36081-500 ; Telefone. (32) 3221-3188 ; Email. ita@itapersianas.com\xa0...', 'Mar 23, 2022 — móveis e decoração - persianas, persianas - endereço: Av Brasil, 10791 - Cerâmica - Juiz de Fora, Minas Gerais - telefone: +55 (32) 322131...', 'ITÁ PERSIANAS. ITÁ PERSIANAS está na categoria da Persianas em Juiz de Fora/MG. Avenida Brasil , 10791. Cerâmica, Juiz de Fora, MG.', 'O telefone da Ita Persianas é (32) 3217-2189. Qual o endereço da Ita Persianas? Rua Braz Bernardino, 105 Lj 111 Centro - Juiz de Fora - MG\xa0...', ""Itá Persianas in Juiz de Fora, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what's great and not so great in Juiz de\xa0..."", 'Ita Persianas - Cerâmica Av Brasil, 10791 em Juiz de Fora, MG, ☎ (32) 3221-3..., ⌚ Horários de funcionamento, Rotas itinerárias e muito mais.', 'Ligue ☎ (32)... Compre Persianas na Itá Persianas em Juiz de Fora, MG. Nossos produtos são ideais para decorar o seu ambiente além de, oferecer proteção do\xa0...', 'A complete range of products and services Ita Persianas Ltda.. All information about Ita Persianas Ltda. in Juiz de Fora (Brasil).']"
AR DO BRASIL,NAO DISPONIBILIZADO,"['https://www.facebook.com/profile.php?id=100048685905222', 'https://www.solutudo.com.br/empresas/mg/nova-lima/industrias/ar-do-brasil-11230311', 'https://www.yelp.com/biz/ar-do-brasil-atelie-de-arte-nova-lima', 'https://inteligue.com.br/ar-do-brasil-atelie-de-arte', 'https://guiafacil.com/site/ar-do-brasil-atelie-de-arte/nova-lima/mg/3135817406/', '/search?q=AR+DO+BRASIL,+NOVA+LIMA+-+MG&tbm=isch&source=univ&fir=lMJ7g5urAuJ3CM%252CbjJzF8ImAx3dHM%252C_%253B7P6k7a0I_GcYfM%252CYDqhDyuhxB8viM%252C_%253B_SsR8UTUrkAHTM%252CYDqhDyuhxB8viM%252C_%253BNt2q4DT5MUaYgM%252CbjJzF8ImAx3dHM%252C_%253BlSB2m0Ca9AxWLM%252CYDqhDyuhxB8viM%252C_%253BRXUICwaPxWGPkM%252CK-Jk1frPf5TLbM%252C_%253BQfF2yCMoo9m2yM%252CYDqhDyuhxB8viM%252C_%253Bi_wkDliE0MQmsM%252CQmu85DCulvxZ3M%252C_%253Bnfuv1mYKeKctgM%252CK-Jk1frPf5TLbM%252C_%253Bo2MPq103ihV66M%252CbjJzF8ImAx3dHM%252C_&usg=AI4_-kQ7PZmnVo5KeXanTOeU8fjMJ35zsw&sa=X&ved=2ahUKEwi775ukwqT9AhVZElkFHQ_MCs0QjJkEegQIHhAC', 'https://www.meteoblue.com/pt/tempo/outdoorsports/airquality/nova-lima_brasil_3456147', 'https://www.econodata.com.br/consulta-empresa/65338741000122-AR-COMERCIO-E-IMPORTACAO-LTDA', 'https://www.airbnb.com.br/nova-lima-brazil/stays']","['Ar Do Brasil ; Endereço. Alameda Rubi, 373, Ipe Nova Lima/MG - CEP 34000-001 ; Telefones. (31) 3581-7406 ; Email. inforgrupo@task.com.br.', 'Map · Rod. MG-30 2036. Nova Lima - MG 34000-000. Brazil. Directions · (31) 3581-7406. Call Now · More Info. Products for Ar do Brasil Atelie de Arte · Known For. No.', 'Veja o telefone e endereço da empresa AR DO BRASIL ATELIÊ DE ARTE Nova Lima, Artesanato em Nova Lima - MG. Rod MG-30, Honório Bicalho. Fone (31) 3581-740...', 'AR DO BRASIL ATELIE DE ARTE tem como foco o segmento de Artesanato e Artigos Regionais em Nova Lima. Você pode localizá-lo em Rodovia MG 30, 2036 no bai...', 'Minas Gerais , Brasil , 19.99°S 43.85°O, 744m s.n.m.. 29 °C. 13 km/h 17:00.', 'Consulte o CNPJ da AR COMERCIO E IMPORTACAO LTDA de Nova Lima, MG, seus sócios e ... Rua Ontario, 548. Jardim Canada. Nova Lima, MG. CEP: 34.007-646. Brasil.', '19 de fev. de 2023 - Alugue de pessoas em Nova Lima, Brasil a partir de R$103/noite. Encontre lugares únicos para se hospedar com anfitriões locais em 191 .']"
PERSIANAS & COMPLEMENTOS,+55 77 3424-5883,"['https://www.solutudo.com.br/ba/vitoria-conquista/cortinas-persianas-carpetes/persianas-complementos-11068546', 'https://www.econodata.com.br/consulta-empresa/01246364000119-INDUSTRIA-E-COMERCIO-DE-CORTINAS-E-PERSIANAS-EDESEL-LTDA', 'https://www.rede102.com.br/produto/1715/persianas-e-complementos.html', 'https://www.telelistas.net/ba/vitoria+da+conquista/persianas+e+acessorios', 'https://www.encontravitoriadaconquista.com.br/c/cortinas-e-persianas-em-vitoria-da-conquista.shtml', 'https://www.cylex.com.br/vitoria-da-conquista/persianas-e-complementos-11200852.html', 'https://www.descubraonline.com/guia/ba/vitoria-da-conquista/persianas-complementos-01246364000208/', 'https://sosserv.com.br/Persianas-e-Complementos-VITORIA-DA-CONQUISTA-telemap-506251.htm']","['Persianas & Complementos ; Endereço. Travessa Do Triunfo, 32, Centro Vitória da Conquista/BA - CEP 45000-575 ; Telefone. (77) 3424-6880 • (77) 3422-3639 · (77)\xa0...', 'Consulte o CNPJ da PERSIANAS & COMPLEMENTOS de Vitória da Conquista, BA, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Confira o que há de melhor PERSIANAS E COMPLEMENTOS ✆ 77 3424-5... WhatsApp 77 9981. ... Persianas em Vitória da Conquista, BA | Rede102.', 'Encontre aqui onde comprar persiana, veneziana, cortina e acessórios para decoração em Vitória da Conquista - BA.', 'Confira aqui endereços e telefones de lojas de Cortinas e Persianas na cidade Vitória da Conquista - Bahia.', 'Persianas e Complementos Tv. do Triunfo, 32 - Centro em Vitória da Conquista, BA, ☎ (77) 3424-5..., ⌚ Horários de funcionamento e muito mais.', 'Persianas & Complementos em Vitória da Conquista, Bahia. ... INDUSTRIA E COMERCIO DE CORTINAS E PERSIANAS EDESEL LTDA com o CNPJ 01.246.364/0002-08,\xa0...', 'Na Persianas & Complementos você encontra: Persianas em VITORIA DA CONQUISTA no Endereço: Tv. do Triunfo, 32 - Centro, Vitória da Conquista - BA, 45000-575,\xa0...']"
ALUMIXON ESTRUTURAS METALICAS,+55 21 2669-9508,"['https://www.facebook.com/Alumixon/?locale=pt_BR', 'https://www.solutudo.com.br/empresas/rj/nova-iguacu/industrias/alumixon-estruturas-metalicas-6427028', 'https://guiafacil.com/site/alumixon-estruturas-metalicas/nova-iguacu/rj/2121613810', 'https://www.apontador.com.br/local/rj/nova_iguacu/construcao/C402885F06483N4837/alumixon_estruturas_metalicas.html', 'https://www.descubraonline.com/guia/rj/nova-iguacu/alumixon-estruturas-metalicas-05390151000117/', 'https://applocal.com.br/empresa/alumixon-estruturas-metalicas/nova-iguacu/rj/10984292', 'https://novaiguacu.mylinq.com.br/alumixon-nova%20iguacu-telelista-2251119.htm', 'https://empresasdobrasil.com/empresa/alumixon-estruturas-metalicas-05390151000117', 'https://www.diariocidade.com/rj/nova-iguacu/guia/alumixon-estruturas-metalicas-05390151000117/', 'https://cnpj.biz/05390151000117']","['A empresa Alumixon Estruturas Metalicas trabalha desde 2002 na categoria Indústrias na cidade de Nova Iguaçu, RJ na Rua Irmaos Moreira, Nº 005 - Santa\xa0...', 'ALUMIXON ESTRUTURAS METALICAS tem como foco o segmento de Empresas e Negócios em Nova Iguaçu. Você pode localizá-lo em Rua Irmãos Moreira, 23 no bairro ...', '... avaliações do Alumixon Estruturas Metalicas especializado em null localizado em Rua Irmãos Moreira, 005, 26286-300, Comendador Soares, Nova Iguaçu, RJ.', 'Endereço e dados de contato de ALUMIXON ESTRUTURAS METALICAS. Endereço: Rua Irmaos Moreira, 005. Santa Eugenia - Nova Iguaçu - RJ CEP 26286-300. Dados de\xa0...', 'WhatsApp ☎ (21) 97646-84... Alumixon Estruturas Metálicas atua no segmento de Estruturas Metálicas e de Madeira. Fica sediada no bairro Vila Bandeirantes\xa0...', 'Na Alumixon você encontra: Estruturas Metálicas em NOVA IGUACU RJ - R. Irmãos Moreira, 05 - Vila Bandeirantes, Nova Iguaçu - RJ, 26286-300, Brazil.', 'Dados da empresa ALUMIXON ESTRUTURAS METALICAS - V M DOMINGOS DE ANDRADE SERRALHERIA - ME - CNPJ 5390151000117. ... Cidade Nova Iguaçu\xa0...', 'Alumixon Estruturas Metalicas em Nova Iguaçu - RJ, Rio de Janeiro. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...', 'Todos os dados da empresa Alumixon Estruturas Metalicas V M Domingos de Andrade Serralheria com CNPJ 05.390.151/0001-17 - 05390151000117 de Nova Iguaçu/RJ.']"
IAH MARIA LACINHOS,NAO DISPONIBILIZADO,"['https://vitrine.elo7.com.br/iahmaria/perfil', '/search?q=IAH+MARIA+LACINHOS,+CAMPOS+NOVOS+-+SC&tbm=isch&source=univ&fir=-Akm5f1NhdmneM%252CKn9WQfoB_3V4SM%252C_%253B0m1m53GcBALAFM%252CKn9WQfoB_3V4SM%252C_%253BKJtx9no8O3wZLM%252CKn9WQfoB_3V4SM%252C_%253B6QsTcVOHIayJUM%252CKn9WQfoB_3V4SM%252C_%253Bo6F7DlqsWFfbVM%252CKn9WQfoB_3V4SM%252C_%253BqErR0ziPNxV3AM%252CKn9WQfoB_3V4SM%252C_%253BuLaeXA1RBtosYM%252CKn9WQfoB_3V4SM%252C_%253BTy7GbMsYoGPjOM%252CKn9WQfoB_3V4SM%252C_%253B8ayKgQXRWvAlDM%252CKn9WQfoB_3V4SM%252C_%253BK64usyi1p5-LNM%252CKn9WQfoB_3V4SM%252C_&usg=AI4_-kThXFlwmZ9TgSxR_QjHifF1738pBw&sa=X&ved=2ahUKEwjH3YK3wqT9AhX8E1kFHeW-AhkQjJkEegQICRAC', 'https://cnpj.services/05036859000174/maria-maracci-dallagnol-stefanes', 'https://camposnovos.classificadosmil.com.br/animais-domesticos-estimacao-em-camposnovos', 'https://www.cnpjnaweb.com.br/info/05036859000174/maria-maracci-dallagnol-stefanes/sc/', 'http://wa-gunnet.co.jp/redirect.php?action=url&goto=ems1yp.cyou/113wa-gunnetcojpjDE650', 'https://www.procep.com.br/sc/campos-novos/indefinido/89620000/pagina3', 'http://lab501.ro/?wptouch_switch=desktop&redirect=//geolecipquoran.gq/113lab501roECg65111', 'http://memoria.bn.br/pdf/144428/per144428_1959_00533.pdf']","['A Iah Maria Lacinhos e Gravatinhas está no Elo7 desde 07 de Agosto de 2014 e está localizada na cidade de Campos Novos, SC. Para saber mais sobre a loja,\xa0...', 'Empresa Maria Maracci Dallagnol Stefanes - Iah Maria Lacinhos CNPJ 05036859000174 ou 05.036.859/0001-74 Campos Novos SC. Faturamento, Sócios, CPF\xa0...', 'Iah Maria Pets Lacinhos e Gravatinhas em Campos Novos. Iah maria lacinhos e gravatinhas Vários modelos em laços, gravatas, gargantilhas e piercings com.', 'Nome Fantasia:Iah Maria Lacinhos Endereço:Rua Henrique Rupp Número:53. Bairro:Centro CEP:89620-000. Município:Campos Novos Estado:SC', 'Zegna pronunciation phonetic, Quimico laboratorista trabajo, Maria rosa ... Maquinas de escribir electricas, Sapiah awang, Used mathews monster chill for\xa0...', 'O prefeito de Campos Novos é Silvio Alexandre Zancanaro e seus moradores são conhecidos ... SESI/SC - ACADEMIA CAMPOS NOVOS (BRF) ... IAH MARIA LACINHOS\xa0...', 'Rakanishu blade inferno, Lakeland college campus, Vk5 amp, ... Aleksandar djuric profesor, Oopad free, Athene insurance south carolina!', 'gela Maria está proibida de cantar, pelos seus médicos. ... Benguel e o Jacy Campos. Tudo porque o Jacy, na TV, dis- ... história do novo sorriso nos lá-.']"
MOVELARES,NAO DISPONIBILIZADO,"['https://ceplocaliza.com/arroio-do-meio-rs/moveis-em-geral/movelares', 'https://paginaamarela.com.br/empresa/movelares/arroio-do-meio/rs/12085328', 'https://www.diariocidade.com/rs/arroio-do-meio/guia/movelares-00907803000124/', 'https://applocal.com.br/empresa/movelares/arroio-do-meio/rs/12087037', 'http://cnpj.info/Movelares-Industria-e-Comercio-de-Moveis-Escolares-Ltda-Movelares', '/search?q=MOVELARES,+ARROIO+DO+MEIO+-+RS&tbm=isch&source=univ&fir=1r90B6SYAfwG3M%252CBZwNdGf8KZNHhM%252C_%253B5uWF26_9lIxZTM%252C2Yul7ifnTvoUeM%252C_%253B48mTYRFtb84PCM%252CFefXiWsbwDdoQM%252C_%253B0eoKbpP4jvvHhM%252C_6ZDE1zQRy2mSM%252C_%253BorR5seWkU9xsfM%252CgU6-5t1TReKmGM%252C_%253B6PPV_Y0c9W9EfM%252C2Yul7ifnTvoUeM%252C_%253BT1rMF4qLMA04yM%252C7n21aJeU7i8jrM%252C_%253B5ci8wP1nUvP3nM%252C9EEIvT98aN2qXM%252C_%253B_XFH1Vs6jFNszM%252CZinLlFm7BwXyAM%252C_%253BFcdRD4e_S1mJLM%252CZinLlFm7BwXyAM%252C_&usg=AI4_-kTGZYGGn-do5LHQIbwaUuqeD9JH1A&sa=X&ved=2ahUKEwjHgLS9wqT9AhU3EVkFHVMOCXwQjJkEegQIGRAC', 'https://www.guia.provik.com.br/enderecos/rs/arroio-do-meio/movelares-ind-e-com-de-moveis-escolares-ltda_3740428.html', 'https://www.guiatelefone.com/arroio-do-meio-rs/comercio-e-fabricacao-de-moveis/2298462/movelares', 'https://consultas.plus/lista-de-empresas/rio-grande-do-sul/arroio-do-meio/00907803000124-movelares-industria-e-comercio-de-moveis-escolares-ltda/']","['MOVELARES atua no segmento Móveis em Geral em Arroio do Meio, RS. Localizado em R 3 Maurício Cardoso, 288 no bairro Centro em Arroio do Meio, RS.', 'Movelares está no bairro Centro na cidade de Arroio do Meio, RS. Veja aqui o telefone ☎ Telefone (51)... e o endereço completo para nos visitar.', 'A empresa Movelares, localizada no bairro Centro, em Arroio do Meio-RS foi fundada em 1995. A atividade principal da empresa é Fabricação de Produtos\xa0...', 'Em nossa loja de móveis em Arroio do Meio, RS você encontra exclusividades em móveis e decoração de ambientes, com entregas dentro do prazo e profissionais\xa0...', 'Consulta CNPJ da empresa Movelares Industria e Comercio de Moveis Escolares LTDA | Movelares. ... Fantasia nome, MOVELARES ... ARROIO DO MEIO - RS 95940-000\xa0...', 'Movelares Ind E Com De Moveis Escolares Ltda - Arroio Do Meio - RS - Guia Comercial Empresas e Negócios Provik.', 'Avaliações, telefone e endereço de MOVELARES em Centro, Arroio do Meio, RS. Ligue (51) 3716-38...', '... E Comercio De Moveis Escolares Ltda, aberta em 14/11/1995, é uma MATRIZ do tipo Sociedade Empresária Limitada que está situada em Arroio do Meio – RS.']"
PELLIZZARI TROFEUS,+55 54 3291-1693,"['http://www.smtrofeus.com.br/', 'https://www.solutudo.com.br/empresas/rs/s-marcos/industrias/pellizzari-trofeus-11363356', '/search?q=PELLIZZARI+TROFEUS,+SAO+MARCOS+-+RS&tbm=isch&source=univ&fir=FjeKZPVO2QmxFM%252CKInVVnTU_x13FM%252C_%253BzuEeWqECazIbiM%252CNOS2m_iSEOdrCM%252C_%253B3FVblPwgP_9FHM%252CNOS2m_iSEOdrCM%252C_%253Bg4_5Sj1GCoJMAM%252CKInVVnTU_x13FM%252C_%253B8eFUKESgejSaXM%252CNOS2m_iSEOdrCM%252C_%253BSwr-Y3-Ka_qgGM%252CNOS2m_iSEOdrCM%252C_%253B5bxD2m6YwCsJ1M%252C--ZFB9jImYH-qM%252C_%253B_43AX3pXHz1buM%252Cm85AmdtWNCM1IM%252C_%253BVwI9CZ9iqzxfVM%252Cm85AmdtWNCM1IM%252C_%253BdCeKoejPo5-01M%252Cm85AmdtWNCM1IM%252C_&usg=AI4_-kRxvWGxwN2wqoHiT4fp7Pt_t8f6Xg&sa=X&ved=2ahUKEwjAudjDwqT9AhWtEFkFHWL4BuEQjJkEegQICRAC', 'https://www.econodata.com.br/consulta-empresa/04927058000136-PELLIZZARI-TROFEUS-INDUSTRIA-E-COMERCIO-LTDA', 'https://www.apontador.com.br/local/rs/sao_marcos/industrias/C407588514114C1144/pellizzari_trofeus.html', 'https://www.cliqueiachei.com.br/telefone2/sao-marcos/rs/pellizzari-trofeus-industria-e-comercio-ltda-3', 'https://www.diskfacil.com.br/rs/sao-marcos/9484891/pellizzari-trofeus-industria-e-comercio-ltda', 'https://cnpj.biz/04927058000136', 'https://producaobrasil.com/empresa-pellizzari-trofeus-industria-comercio-em-sao-marcos-9264', 'https://www.descubraonline.com/guia/rs/sao-marcos/pellizzari-trofeus-04927058000136/']","['Situada na cidade de São Marcos, no Rio Grande do Sul, a SM Troféus e Medalhas ... para a fabricação e comercialização de Troféus e Medalhas Personalizadas,\xa0...', 'A empresa Pellizzari Trofeus trabalha desde 2002 na categoria Indústrias na cidade de São Marcos, RS na Estrada Linha Sao Roque Leste, Nº 08 - Centro.', 'Matriz e Filiais ; 04.927.058/0001-36 MATRIZ. PELLIZZARI TROFEUS - INDUSTRIA E COMERCIO LTDA. 95.190-000. RUA GIACOMO RIZZON 770, - CENTRO. SAO MARCOS, RS.', 'Pellizzari Trofeus. Rua Osvaldo Aranha, , Centro,São Marcos - RS, CEP: 95190-000. 0 avaliações.', 'Telefone de Pellizzari Troféus Industria e Comércio Ltda da cidade de São Marcos/RS na lista telefônica online Cliquei Achei: (54) 3291-1*9*.', 'Encontre informações, telefones e endereço de Pellizzari Trofeus Industria E Comercio Ltda em São Marcos / RS.', 'Todos os dados da empresa Pellizzari Trofeus - Industria e Comercio LTDA com CNPJ 04.927.058/0001-36 - 04927058000136 de São Marcos/RS. Telefone, E-mail...', 'Pellizzari Troféus Indústria Comércio limitada em Rua Osvaldo Aranha, 872 - São Marcos RS 95190-000, Brasil fabricação de produtosdiversos não específica\xa0...', 'Pellizzari Trofeus em São Marcos, Rio Grande do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
OFICINA DE ARTES,NAO DISPONIBILIZADO,"['https://www.apontador.com.br/local/mt/araputanga/mecanicas_e_oficinas/C406491606643Z6433/oficina_de_artes.html', '/search?q=OFICINA+DE+ARTES,+ARAPUTANGA+-+MT&tbm=isch&source=univ&fir=aZD65jhYsBcaOM%252CfUCAuZ-usd_SiM%252C_%253BahoKDqI2asGp4M%252CWAirY18_z8JilM%252C_%253BRAa5L2S3Lg22kM%252CSczMQJVmZj131M%252C_%253BmwaYlSlOVXp-pM%252C0QHRVOUKd02TEM%252C_%253Bc4AREMDJnN8_hM%252CfUCAuZ-usd_SiM%252C_%253BoCQLY7mqyhjZ9M%252C0QHRVOUKd02TEM%252C_%253Bcc0E57gCxDkIEM%252C0QHRVOUKd02TEM%252C_%253Bdu-FpxJtI67DiM%252Cl0fCTadvPE3PKM%252C_%253BrARrHigZtXxbfM%252CuPwimcPOhJTcPM%252C_%253BhhFsS9uKbgRe1M%252C0QHRVOUKd02TEM%252C_&usg=AI4_-kQTw1XJG98G4m5NyXlxY_LuLl3CSw&sa=X&ved=2ahUKEwjMrI7KwqT9AhV9ElkFHWOmD5YQjJkEegQIChAC', 'https://cnpj.biz/03950592000109', 'https://araputanga.mt.gov.br/info/secretaria-de-obras-e-infraestrutura', 'https://en.wikipedia.org/wiki/Araputanga', 'https://g1.globo.com/concursos-e-emprego/noticia/2011/03/prefeitura-de-araputanga-mt-abre-153-vagas-de-ate-r-105-mil.html', 'https://empresasdobrasil.com/empresas/araputanga-mt/lojas-de-tecidos', 'https://www.econodata.com.br/empresas/mt-araputanga', 'http://www.mt.gov.br/-/5001382-pecas-de-picanha-furtadas-de-frigorifico-sao-recuperadas-em-araputanga']","['... fotos e as avaliações do Oficina de Artes especializado em null localizado em Avenida Deputado Aldo Ribeiro Borges, 78260-000, Centro, Araputanga, MT.', 'Contatos. Telefone(s): (65) 99933-8279 (Ligar) (Whatsapp). Localização. Logradouro: Rua Carlos Luz, 203. Bairro: Centro. CEP: 78260-000.', 'FunçãoEfetuar o planejamento das atividades anuais e plurianuais; ... abrangendo a construção civil e obras de artes especiais; Fiscalizar os projetos\xa0...', 'Araputanga is a municipality in the state of Mato Grosso in the Central-West Region of Brazil. Araputanga. Municipality. Entrada de Araputanga MT\xa0...', 'Mar 18, 2011 — A Prefeitura de Araputanga (MT) abriu concurso para 153 vagas em cargos ... encanador, orientador do Smae, orientador de oficinas de artes,\xa0...', 'Lista de Lojas de tecidos em Araputanga - MT. ... CONFECCOES MARIA MARIA - M.T.DE ALMEIDA PIRES - ME ... OFICINA DE ARTES - MICHELE AQUINO HURTADO.', 'Ao localizar uma empresa, são apresentados dados como website, redes sociais, telefones, lista de contatos, faturamento e quantidade de funcionários, entre\xa0...', 'Assessoria | PJC-MT A | A       A Polícia Judiciária Civil de Araputanga (345 km a Oeste de Cuiabá) identificou dois homens por furto qualificado a um\xa0...']"
J J GENEROS ALIMENTICIOS,NAO DISPONIBILIZADO,"['https://www.apontador.com.br/local/pr/curitiba/alimentos/C404784F17624C6247/j_j_generos_alimenticios.html', 'https://support.google.com/websearch/answer/3338405?hl=en', 'https://www.descubraonline.com/guia/pr/curitiba/j-j-generos-alimenticios-02217825000198/', 'https://cnpj.biz/02217825000198', 'https://cidadeurgente.com/pr/curitiba/guia/j-j-generos-alimenticios-02217825000198/', 'https://brazilguide.net/c/jose-ferreira-neto-congelados-02217825000198', 'https://www.listaamarela.com.br/empresa/pr/curitiba/jj-vidal-e-oliveira-com-de-alim-ltda_8918501', 'https://moovitapp.com/index/en/public_transit-Telas_Jj_de_Brito-Curitiba-site_169472570-942', '/search?q=J+J+GENEROS+ALIMENTICIOS,+CURITIBA+-+PR&tbm=isch&source=univ&fir=LO-HxV9KSVW8NM%252Cth5DiX3WvTc0dM%252C_%253BhyYUueQ7gU336M%252Cth5DiX3WvTc0dM%252C_%253BZ-AkkRVakm3FRM%252C90InWfS01vjzVM%252C_%253Bc5U-K79J4EcTsM%252C2bD9fFf0Bxp1IM%252C_%253BWlo70yAVNll2xM%252Cth5DiX3WvTc0dM%252C_%253BpuP_5NPGhCYP5M%252Cth5DiX3WvTc0dM%252C_%253BD1x2curb4MRyMM%252Cth5DiX3WvTc0dM%252C_%253BZ0W-Byl70JEhqM%252Cth5DiX3WvTc0dM%252C_%253BLWM1XE7gF-BAPM%252ChWpiMG9ASxXCDM%252C_%253BYzUK-gYaYuYMMM%252C-2I7YLmBZPkceM%252C_&usg=AI4_-kTOIbjOZjwHXuF3xldK0M4_uKN9Uw&sa=X&ved=2ahUKEwizy6vQwqT9AhW0GVkFHcfHC-EQjJkEegQILBAC', 'https://books.google.com/books?id=1GxbEAAAQBAJ&pg=PT340&lpg=PT340&dq=J+J+GENEROS+ALIMENTICIOS,+CURITIBA+-+PR&source=bl&ots=cbGB_Laaz4&sig=ACfU3U3_kUAQ6BoSSQ2IgHxTjHreeiytIg&hl=en&sa=X&ved=2ahUKEwizy6vQwqT9AhW0GVkFHcfHC-EQ6AF6BAgfEAM']","['J J Generos Alimenticios. Rua Morretes, 138, Portão,Curitiba - PR, CEP: 80610-150. 0 avaliações. Aberto agora. Dom: 10:00 às 18:00. Seg à Sáb:.', 'Confira abaixo os telefones, endereço e e-mail para contato de J J Generos Alimenticios em Curitiba, Paraná. ; Razão Social: JOSE FERREIRA NETO CONGELADOS ; Nome\xa0...', 'CNPJ: 02.217.825/ ; Razão Social: Jose Ferreira Neto Congelados ; Nome Fantasia: J J Generos Alimenticios ; Data da Abertura: 15/08/1997 25 anos, 5 meses e 19 dias.', 'Nome Fantasia: J J Generos Alimenticios ; Razão Social: JOSE FERREIRA NETO CONGELADOS ; CNPJ: 02.217.825/0001-98 ; Início das atividades: 15/08/1997 ; Atividade\xa0...', 'A empresa J J Generos Alimenticios localizada em Rua Morretes, 138, Portão, Curitiba/PR - possui CNPJ 022.178.250/0019-8. ... Cidade/UF: Curitiba/PR\xa0...', 'Alto da Rua XV em Curitiba , PR ... R O COMÉRCIO DE GÊNEROS ALIMENTÍCIOS · Fazendinha em Curitiba ... KAZA DO QUEIJO COM VAREJ DE GENEROS ALIMENTICIOS LTDA.', 'Rodovia Br 277 (Do Café) - Entrada Av. Porcelana is 652 meters away, 9 min walk. More details. Which Bus lines stop near Telas Jj de Brito? These Bus\xa0...']"
MART ROCK,+55 41 99784-9235,"['https://m.facebook.com/armazemmartrock/photos/a.2675560482472941/4807840135911621/', 'https://hi-in.facebook.com/armazemmartrock/', 'https://fo-fo.facebook.com/armazemmartrock/videos/d41d8cd9/712987432784029/', 'https://m.facebook.com/Geloicerock/videos/712987432784029/', 'https://www.tripadvisor.com/Restaurant_Review-g303441-d8117000-Reviews-Hard_Rock_Cafe-Curitiba_State_of_Parana.html', '/search?q=MART+ROCK,+CURITIBA+-+PR&tbm=isch&source=univ&fir=yhB-Qn5XBwPMBM%252CkYgWYc0ZHB9X7M%252C_%253BwFii6GZ5sAq1wM%252CsYRdZTttExfFmM%252C_%253BnRDvHuU-sBgmKM%252C7ugF99_Vc85GBM%252C_%253BbRZOvN7I040v7M%252ChOLaUta6wIhJgM%252C_%253BBc3P7C5l8TEUdM%252CCbiJBiPVlWI3CM%252C_%253ByFmCfbZOSQK0aM%252CPfQMd_XWkqhX_M%252C_%253BZZQoOCw77W6N-M%252C8guAFGvlMnYqjM%252C_%253BAUaHUVQxxnQVUM%252C9zLIt8w5pnBUzM%252C_%253BFgoLXGgDEE9kGM%252C9zLIt8w5pnBUzM%252C_%253BB1IZvtsQgwZH-M%252CPfQMd_XWkqhX_M%252C_&usg=AI4_-kR6tSv3GpcEpi2Jbn_wbLR4ShdM5w&sa=X&ved=2ahUKEwiGlOzWwqT9AhW3ElkFHdvwDmIQjJkEegQIKBAC', 'https://fumaconica.beer/cerveja-locator/mart-rock/', 'https://www.hardrock.com/locations.aspx']","['Mart Rock added a new photo — in Curitiba, Paraná. ... Mart Rock, profile picture. Join. or. Log In. No photo description available.', 'Mart Rock, Curitiba, Brazil. 1696 पसंद · 1 इस बारे में बात कर रहे हैं · 39 यहाँ थे. Armazém localizado na cidade de Curitiba\xa0...', 'Mart Rock. AV COMENDADOR FRANCO - 2848 Guabirotuba Curitiba PR 81520-000. Brazil. Cola com a gente nas redes sociais:\xa0...', 'Plan your next vacation getaway with Hard Rock in mind and use our convenient map to discover new and exciting cafe, casino, and hotel locations to visit\xa0...']"
