,tel,link,descricao
RESTAURANTE CHALE,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/Restaurant_Review-g303401-d4525223-Reviews-Restaurante_Chale-Varginha_State_of_Minas_Gerais.html', 'https://www.tripadvisor.com/Restaurant_Review-g303401-d4525223-Reviews-or60-Restaurante_Chale-Varginha_State_of_Minas_Gerais.html', 'https://www.clickdisk.com.br/telefone/varginha/restaurante-chale', 'https://m.yelp.com/biz/restaurante-chale-varginha', 'https://pt.foursquare.com/v/restaurante-chal%C3%A9--comida-mineira/4c90ed369d5cbfb732069a1d', 'https://guiafacil.com/site/restaurante-chale/varginha/mg/3532214152/', 'https://www.facebook.com/RestauranteChalee/', 'https://www.econodata.com.br/consulta-empresa/02986663000152-ANTONIO-CARLOS-DOS-SANTOS-CARVALHO']","['Restaurante Chale, Varginha: See 70 unbiased reviews of Restaurante Chale, rated 4 of 5 ... Praca Getulio Vargas 163 Centro, Varginha, State of Minas Gerais\xa0...', 'Qual o telefone celular da RESTAURANTE CHALÉ?', 'Photos · Map · Pça. Getúlio Vargas 163. Varginha - MG 37002-035. Brazil. Directions · (35) 3221-4152. Call Now · More Info. Menu for Restaurante Chale · Known For.', 'Restaurante Chalé - comida mineira. Restaurante Brasileiro$$$$. Varginha.', 'RESTAURANTE CHALE tem como foco o segmento de Restaurantes em Varginha. Você pode localizá-lo em Praça Getúlio Vargas, 163 no bairro Centro em Varginha....', 'Restaurante Chalé · Page · Restaurant · Rua Mato Grosso, Ubá, MG, Brazil · +55 32 3531-3529 · restaurantechale@yahoo.com.br · Closed now · Rating · 4.3 (179 Reviews).', 'Consulte o CNPJ da RESTAURANTE CHALE de Varginha, MG, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...']"
MISTER SALLUM FOOD & CIA LTDA,+55 35 3221-6666,"['https://www.econodata.com.br/consulta-empresa/04759334000102-MISTER-SALLUM-FOOD-EIRELI', 'https://www.solutudo.com.br/empresas/mg/varginha/restaurantes/mister-sallum-food-cia-ltda-10139622', 'https://cnpj.biz/04759334000102', 'http://cnpj.info/Mister-Sallum-Food-Mister-Sallum-Food-Cia-Ltda', 'https://www.descubraonline.com/guia/mg/varginha/mister-sallum-food-cia-ltda-04759334000102/', 'https://www.facebook.com/mistersallum/', 'https://www.diariocidade.com/mg/varginha/guia/mister-sallum-food-cia-ltda-04759334000102/', 'https://cadastroempresa.com.br/cnpj/04.759.334/0001-02-mister-sallum-food-cia-ltda-mister-sallum-food-ltda', 'https://www.informecadastral.com.br/cnpj/mister-sallum-food-eireli-04759334000102']","['Consulte o CNPJ da MISTER SALLUM FOOD & CIA LTDA de Varginha, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'No mercado, a empresa está localizada no endereço Praca Getulio Vargas, Nº 130 no bairro Centro em Varginha - MG, CEP 37002-040. A empresa Mister Sallum Food &\xa0...', 'Localização. Logradouro: Praca Getulio Vargas, 130. Bairro: Centro. CEP: 37002-040. Município: Varginha. Estado: Minas Gerais. Para correspondência: Mister\xa0...', 'Mister Sallum Food LTDA | Mister Sallum Food & Cia LTDA ... Endereço. Praca Getulio Vargas, 130. CENTRO VARGINHA - MG 37002-040\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Mister Sallum Food & Cia Ltda em Varginha, Minas Gerais. · Endereço e dados de contato de MISTER\xa0...', 'Mister Sallum, Varginha, Brazil. 3832 likes · 1 talking about this · 3874 were here. Especialidades árabes.', 'Mister Sallum Food & Cia Ltda em Varginha - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas\xa0...', 'Mister Sallum Food & Cia LTDA - Mister Sallum Food LTDA com CNPJ 04.759.334/0001-02 é uma empresa de Varginha/MG. Acesse para mais informações.', 'O CNPJ da empresa Mister Sallum Food Eireli (Mister Sallum Food & Cia Ltda) é 04.759.334/0001-02. Com sede em VARGINHA, MG, possui 21 anos,\xa0...']"
PIZZARIA DA JANA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g2351349-d5351445-Reviews-Pizzaria_Da_Jana-Cajuru_State_of_Sao_Paulo.html', 'https://restaurantguru.com.br/Pizzaria-Da-Jana-Cajuru', 'https://www.solutudo.com.br/empresas/sp/cajuru/restaurantes/pizzaria-da-jana-10161931', 'https://www.apontador.com.br/local/sp/cajuru/pizzarias/C407558A020F5O0F5E/pizzaria_da_jana.html', 'https://pizzariaspertodemim.com/e/pizzaria-da-jana-aicmtm/', 'https://www.guiatelefone.com/cajuru-sp/restaurantes/3534635/pizzaria-da-jana', 'https://www.sluurpy.com.br/cajuru/restaurante/1593761/pizzaria-da-jana', 'https://www.diariocidade.com/sp/cajuru/guia/pizzaria-da-jana-06192417000180/', 'https://www.descubraonline.com/guia/sp/cajuru/pizzaria-da-jana-06192417000180/', 'https://pizzariaedelivery.com.br/sp/pizzaria-da-jana-jardim-maria-goretti-cajuru-84236']","[""3.5 2 reviews. #11 of 12 Restaurants in Cajuru. There aren't enough food, service, value or atmosphere ratings for Pizzaria Da Jana, SP yet."", 'Pizzaria Da Jana, #6 entre Cajuru pizzarias: 2 avaliações e 1 foto detalhada. Encontrar no mapa e ligar para reservar uma mesa.', 'Pizzaria Da Jana ; Endereço. Rua Sao Paulo, 269, Jardim Maria Goretti Cajuru/SP - CEP 14240-000 ; Telefones. (16) 3667-1886\xa0...', '... e as avaliações do Pizzaria da Jana especializado em null localizado em Avenida Prefeito Rubens Carvalho Ferreira, 564, 14240-000, Centro, Cajuru, SP.', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Pizzaria da Jana, para encontrar Pizzarias em Rua Sao Paulo, Jardim Maria Goretti, Cajuru - SP\xa0...', 'Pizzaria da Jana, o melhor lugar para comer da região. Aqui você encontra a comida mais deliciosa da cidade de Cajuru, SP. Espaço ideal para fazer reuniões\xa0...', 'Pizzaria Da Jana, Cajuru: navegue nos menu, leia acima de 2 revisões dos usuários de Sluurpy com uma classificação de 70/100 e verifique os preços.', 'A empresa Pizzaria Da Jana, localizada no bairro Jardim Maria Goretti, em Cajuru-SP foi fundada em 2004. A atividade principal da empresa é Restaurantes e\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Pizzaria Da Jana em Cajuru, São Paulo. JANADIR F. PIMENTA com o CNPJ 06.192.417\xa0...', 'Telefone Pizzaria Da Jana - Jardim Maria Goretti - Cajuru. Endereço: Rua Sao Paulo 269 - CEP: 14240000. Bairro: Jardim Maria Goretti. Cidade: Cajuru\xa0...']"
FERIOZZI SAPORE D'ITALIA,NAO DISPONIBILIZADO,"['https://restaurantespertodemim.com/e/feriozzi-sapore-ditalia-aysiev/', 'https://www.diariocidade.com/sp/itu/guia/feriozzi-sapore-ditalia-08681896000123/', 'https://cnpj.biz/08681896000123', 'https://www.descubraonline.com/guia/sp/itu/feriozzi-sapore-ditalia-08681896000123/', ""/search?q=FERIOZZI+SAPORE+D'ITALIA,+ITU+-+SP&tbm=isch&source=univ&fir=4zZ8gx2v-Fl7QM%252CPkdPROWcNjKjrM%252C_%253B7VjLj-M-S7qPUM%252CrIr7VOnQCWm2ZM%252C_%253B8_eO8-1IeZDo3M%252CKqgwTiWTY7JdxM%252C_%253B0z_kQkHzgEH3zM%252CKqgwTiWTY7JdxM%252C_%253ByZo2rZgU9zmRGM%252CPkdPROWcNjKjrM%252C_%253B-O7kxo4T89Ng6M%252CRQzmp_6AcCMsCM%252C_%253BWTKq6IKIYDwQbM%252CUUPAs9c7KBFv2M%252C_%253Bo8Y7mLg8sFORMM%252CjOAewrQe4v_FwM%252C_%253Bgm_7k6jOjJpcqM%252C8e9Sw8xGaCwGRM%252C_%253BXWZ6JMx_eVeTaM%252CK0L7E0hpwHRZTM%252C_&usg=AI4_-kS2PnqbQerHrzARxsBOIwu9LDxPVg&sa=X&ved=2ahUKEwjM37DM7pD9AhV0EFkFHQ1FBjoQjJkEegQIBhAC"", 'https://www.econodata.com.br/consulta-empresa/08681896000123-ANAS-FERIOZZI-RESTAURANTE-LTDA', 'https://restaurantguru.com.br/Feriozzi-Sapore-DItalia-Itu', 'https://www.turismo2rodas.com/sp/itu/guia/feriozzi-sapore-ditalia-08681896000123/', 'http://cnpj.info/Anas-Feriozzi-Restaurante-Feriozzi-Sapore-d-Italia']","[""Feriozzi Sapore D'italia · Av Doutor Ermelindo Maffei, 1.199, Loja: 39; São Luiz, Itu - SP · (11) 4403-9060 ☎ · ZEUS · RESTAURANTE E MERCEARIA CAVICHIOLI LTDA · ELO\xa0..."", ""Feriozzi Sapore D'italia em Itu - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0..."", ""Feriozzi Sapore D'italia Anas Feriozzi Restaurante LTDA 08.681.896/0001-23 ; CNPJ: 08.681.896/ ; Inscrição Estadual SP: 387.184.714.110 ; Razão Social: Anas\xa0..."", ""Feriozzi Sapore D'Italia em Itu, São Paulo. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura..."", ""Consulte o CNPJ da FERIOZZI SAPORE D'ITALIA de Itu, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0..."", ""Jan 24, 2023 — Feriozzi Sapore D'Italia, #830 entre Itu restaurantes: 2 fotos detalhadas. Encontrar no mapa e ligar para reservar uma mesa."", ""Feriozzi Sapore D'Italia em Itu, São Paulo. Acesse agora e confira ✆ telefones, endereço e horários de atendimento dessa empresa | Turismo2Rodas."", 'Consulta CNPJ da empresa Anas Feriozzi Restaurante LTDA | Feriozzi Sapore d`italia. ... Fantasia nome, FERIOZZI SAPORE D`ITALIA ... ITU - SP 13304-305\xa0...']"
ESTACAO CAFE,+55 14 3731-2828,[],[]
AMADEU S BAR,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g303601-d5669955-Reviews-Amadeu_S_Bar-Bauru_State_of_Sao_Paulo.html', 'https://www.tripadvisor.com.br/Restaurant_Review-g303601-d5669955-Reviews-Amadeu_S_Bar-Bauru_State_of_Sao_Paulo.html', 'https://www.facebook.com/amadeusbauru/?locale=pt_BR', 'https://restaurantguru.com.br/Amadeus-Bar-Bauru', 'https://www.apontador.com.br/local/sp/bauru/bares_e_choperias/C4021808615F1O5F13/amadeus_bar.html', 'https://www.solutudo.com.br/empresas/sp/bauru/bares-pubs/amadeu-s-bar-e-restaurante-149575', 'https://guiafacil.com/site/amadeu-s-bar/bauru/sp/14981445932/', 'https://untappd.com/v/amadeus-bar/3083944', 'https://pt.foursquare.com/v/amadeus-bar/4c3cd7724bc9a5939539d371']","['... que comunicamos o encerramento das atividades de um dos mais tradicionais bares de Bauru e região. ... AMADEU´s BAR Rua Monsenhor Claro, 12-72.', 'Oct 31, 2022 — Aproveite a culinária Brasileira neste pub & bar. Muitos clientes vêm para comer a karbonade fascinante, caldo bom e Farofa ótima.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Amadeus Bar especializado em null localizado em Rua Mns. Claro, 12-72, 17014-370,\xa0...', ""Amadeu's Bar e Restaurante. Bares - Pubs. Avaliações. (1). 5,0. Avaliar empresa. Fechado agora. Endereço. Rua Monsenhor Claro, 12-72, Vila Mesquita Bauru/SP\xa0..."", 'AMADEU S BAR tem como foco o segmento de Restaurantes em Bauru. Você pode localizá-lo em Rua Monsenhor Claro, 12 no bairro Vila Mesquita em Bauru. Para ...', ""Find out what's popular at Amadeus Bar in Bauru, SP in real-time and see activity."", 'Veja o que seus amigos estão dizendo sobre Amadeus Bar. ... Beatriz S. ícone de coração em imagem do usuário ... Em Bauru 8143 3337 Leia mais.']"
GOOD PIZZA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurants-g303601-c31-Bauru_State_of_Sao_Paulo.html', 'https://restaurantguru.com/pizza-Bauru-c97', 'https://www.yelp.com/biz/pizzaria-santa-pizza-bauru', 'https://ms-my.facebook.com/pages/category/Product-service/Best-pizza-da-Lilian-105925841011588/', 'https://pizzariaspertodemim.com/e/good-pizza-uwhyi/', 'https://www.apontador.com.br/local/sp/bauru/pizzarias/C402212F27392N3920/good_pizza.html', 'https://wanderlog.com/list/geoCategory/406094/the-11-best-romantic-restaurants-in-bauru']","[""Pizza Places in Bauru · 1. Pizzaria Bambina · 480 reviewsClosed Now · 2. Pizza Balcao · 195 reviewsClosed Now · 3. Augusta's Pizzaria · 80 reviewsClosed Now · 4."", '416 results — Explore full information about pizza in Bauru and nearby. View ratings, addresses and opening hours of best restaurants.', 'Av. Duque de Caxias 2030. Bauru - SP 17014-340. Brazil. Directions. (14) 3223-1566. Call Now. More Info. Menu for Pizzaria Santa Pizza. Known For.', 'Best pizza da Lilian, Bauru. 11 likes. Product/service.', 'Good Pizza em Bauru desde 1997. Acesse agora e confira Telefones, whatsapp, Endereço e Localização da empresa, para encontrar Pizzarias.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Good Pizza especializado em Pizzarias/Bares e Restaurantes localizado em Rua Chaim Mauad,\xa0...', 'With favorites like Camponesa O Parmegiana - Bauru, Bambina Pizzaria, and Churrascaria Baby Buffalo - Bauru and more, get ready to experience the best\xa0...']"
NOVA ESTANCIA GRIL - RESTAURANTE E CHURRASCARIA,+55 14 3227-7178,"['https://www.tripadvisor.com.br/Restaurant_Review-g303601-d5353094-Reviews-Nova_Estancia_Gril_Restaurante_e_Churrascaria-Bauru_State_of_Sao_Paulo.html', 'https://restaurantguru.com.br/Estancia-Gril-Bauru', 'https://www.ifood.com.br/delivery/bauru-sp/estancia-grill-churrascaria-vila-nova-cidade-universitaria/15b13c5d-cc7d-4cb3-b014-55d83d9f4a0f', 'https://www.facebook.com/estanciagrillprime/?locale=pt_BR', 'https://pt.foursquare.com/v/est%C3%A2ncia-grill-churrascaria/4e36c1ffc65b2313e29ad0df', 'https://www.instagram.com/estanciagrillprimebauru/?hl=en', 'https://www.planetabrasileiro.com/nova-estancia-grill-bauru-sp-F110FC7021FD0', 'https://nicelocal.br.com/bauru/restaurants/churrascaria_estancia_grill_-_bauru/', 'https://www.listaamarela.com.br/empresa/sp/bauru/nova-estancia-gril-restaurante-e-churrascaria_10493067']","['A churrascaria é vizinha do Bauru Shopping, ambiente climatizado, comida por quilo com muitas opções, desde salada, comida japonesa e um saboroso churrasco com\xa0...', '6 days ago — Excelente churrascaria por kilo. Variedade sem mimimi. Tem costela, picanha, salmão e vários cortes excelentes para comer a vontade. Preço\xa0...', 'Faça seu pedido online na Estância Grill Churrascaria e receba em casa agora mesmo! Delivery de Restaurantes em Bauru é aqui no iFood.', '14 3010-3636 link >>> https://wa. me/551430103636 · #churrascariaembauru #churrascaria #estanciagrillprime #Bauru\xa0...', 'O churrasco é sempre fresquinho e o queijo na brasa é MUITO BOM! O buffet serve opções quentes e frias variadas. O ponto contra fica pelo ambiente\xa0...', '... See Instagram photos and videos from Estancia Grill Prime (@estanciagrillprimebauru) ... #vempraestancia #churrasco #comidajaponesa #bauru #almoco #.', 'Restaurantes comidas rápidas, restaurantes comida bares, restaurante quilograma, restaurantes e bares, comidas restaurantes, café restaurante, restaurantes,\xa0...', 'Popular restaurantes. Villa Roxa Acai. Brasil, Bauru - SP, R. Alberto Segalla, 1199 - Vila Nova Cidade\xa0...', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Nova Estância Gril Restaurante e Churrascaria em Bauru, SP.']"
CIA DO CALDINHO,+55 14 3223-1901,"['https://www.instagram.com/ciadocaldinho/?hl=en', 'https://www.facebook.com/CompanhiadoCaldinho/?locale=pt_BR', 'https://www.tripadvisor.com.br/Restaurant_Review-g303601-d4471189-Reviews-Cia_do_Caldinho-Bauru_State_of_Sao_Paulo.html', 'https://restaurantguru.com.br/Companhia-do-Caldinho-Bauru', 'https://www.ifood.com.br/delivery/bauru-sp/cia-do-caldinho--caldos-e-sopas--vila-nova-cidade-universitaria/672a3f27-98d8-4b54-abb2-bde2d9cb091f', 'https://pt.foursquare.com/ciadocaldinho', 'https://www.solutudo.com.br/empresas/sp/bauru/restaurantes/cia-do-caldinho-16755', 'https://www.listaamarela.com.br/empresa/sp/bauru/cia-do-caldinho_10303158']","['Jantar de qualidade, servindo desde 1997. ⏰ Segunda a Sábado Consumo no local, retirada, delivery e IFOOD (14) 98822-8824 (14) 3223-1901.', 'Cia do Caldinho agora está no iFood, faça agora seu pedido e tenha a melhor experiência em comida. Temos variedades no cardápio e com certeza você irá amar,\xa0...', 'Veja as 46 fotos tiradas no(a) Cia do Caldinho por 1.337 visitantes.', '... alimentação, refeição, alimento, comer fora, sair para comer, fome | Solutudo | Restaurantes em Bauru, SP | Cia do caldinho em Bauru, SP | Solutudo.', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Cia do Caldinho em Bauru, SP.']"
DRINK'S CRISTALINA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g303601-d8225759-Reviews-Drink_s_Cristalina-Bauru_State_of_Sao_Paulo.html', 'https://menulist.menu/restaurants/bauru/drinks-cristalina', ""/search?q=DRINK'S+CRISTALINA,+BAURU+-+SP&tbm=isch&source=univ&fir=16B2LSqcc0r5WM%252C8mfvFt2zYbegdM%252C_%253BhOvF23pc2M3ioM%252CKfThcahz7P-NCM%252C_%253BwPEdetMobfViVM%252C4RNM1FKHuCVGZM%252C_%253BikDy4KcDQXKf0M%252CjDqfhERP2kOMsM%252C_%253BrqjvQHJCMgYArM%252CKfThcahz7P-NCM%252C_%253BS7s6cachf-2oBM%252CJMI5PGSa_4yH6M%252C_%253BfXDnRauWwmHywM%252CKfThcahz7P-NCM%252C_%253BGl_7-RgynoZmEM%252CKfThcahz7P-NCM%252C_%253BDGOpBtoiaqoU7M%252CKfThcahz7P-NCM%252C_%253B37E9raJcVBoVWM%252CyLICBXErkdYrSM%252C_&usg=AI4_-kSnLDaUpkBJPHlP1HjSMSOctTGHyQ&sa=X&ved=2ahUKEwjanKLy7pD9AhVTFVkFHZSNDqcQjJkEegQILxAC"", 'https://cnpj.biz/01456432000174', 'https://www.descubraonline.com/guia/sp/bauru/drinks-cristalina-01456432000174/', 'https://www.tripadvisor.co/RestaurantsNear-g303601-d4375929-oa150-Bauru_Historic_Municipal_Museum-Bauru_State_of_Sao_Paulo.html', 'https://www.benditosanto.com.br/', 'https://transparencia.cc/dados/cep/17021430-rua-padre-anchieta-bairro-jardim-fonte-do-castelo-bauru-sp/']","[""Drink's Cristalina, Bauru: See unbiased reviews of Drink's Cristalina, one of 714 Bauru restaurants listed on Tripadvisor."", 'The restaurant offers you 50 on their menu, of which the average price is 6 €, and here you can find all the 50 dishes and drinks on their menu. Details.', ""Drink's Cristalina Marlene da Silva Bauru 01.456.432/0001-74 ; CNPJ: 01.456.432/ ; Inscrição Estadual SP: 209.223.538.112 ; Razão Social: Marlene da Silva Bauru."", ""Razão Social: MARLENE DA SILVA BAURU ; Nome Fantasia: DRINK'S CRISTALINA ; Natureza Jurídica: 213-5 Empresário Individual ; CNPJ: 01.456.432/0001-74 ; Início das\xa0..."", 'Restaurantes cerca de Bauru Historic Municipal Museum · Restaurante Porkaria - CERRADO · Tche Restaurante - CERRADO · Frutal Lima - CERRADO · Do Outro Lado -\xa0...', 'Especialmente inspirado nos botecos de São Paulo e do Rio de Janeiro, é um lugar democrático ... Tudo regado a muito chopp, cervejas e drinks especiais.', ""Marlene Da Silva Bauru. CNPJ: 01.456.432/0001-74. Nome Fantasia: DRINK'S CRISTALINA. Município / UF: BAURU / SP. Logradouro: RUA PADRE ANCHIETA.""]"
SANTA GULA CAFE,+55 37 3212-9680,"['https://www.tripadvisor.com/Restaurant_Review-g1076187-d5364336-Reviews-Santa_Gula_Cafe-Divinopolis_State_of_Minas_Gerais.html', 'https://www.solutudo.com.br/empresas/mg/divinopolis/restaurantes/santa-gula-cafe-10202999', 'https://www.econodata.com.br/consulta-empresa/09222140000189-GILMARA-RODRIGUES-FRANCINO', 'https://www.apontador.com.br/local/mg/divinopolis/lanchonetes/C407942807501U501C/santa_gula_cafe.html', 'https://www.diariocidade.com/mg/divinopolis/guia/santa-gula-cafe-09222140000189/', '/search?q=SANTA+GULA+CAFE,+DIVINOPOLIS+-+MG&tbm=isch&source=univ&fir=D-nUjndFEwy-LM%252CSYJqT9yls4JN6M%252C_%253BQG2-HN1jra6PvM%252CPLUAZH81uCb6wM%252C_%253BKPEKG4Uw7QpL0M%252CHjd6uvzrwdNYtM%252C_%253Bx6jQMi4VQvd6eM%252C8DzAZJDz-rBbGM%252C_%253BHQsPPL5tqCwFdM%252C8HpDFNAwU8QxmM%252C_%253BP2mzcSBhTi_jVM%252CDX5J1PBRH8GqOM%252C_%253B9MXlyCCrQKNwBM%252C8HpDFNAwU8QxmM%252C_%253BCGamF5p3Z9FS1M%252CvNOmbzQCIfEOTM%252C_%253BsNgph9SZBzBL9M%252C8HpDFNAwU8QxmM%252C_%253Biyw5ZPjOof7qeM%252C8DzAZJDz-rBbGM%252C_&usg=AI4_-kTjB88wB_P0DOY4om0ETsiWM52gJQ&sa=X&ved=2ahUKEwjZtM747pD9AhWpEVkFHbhKCIEQjJkEegQIHRAC', 'https://maps.me/catalog/food/amenity-restaurant/brasil/divinopolis-246672523/', 'https://cidadeurgente.com/mg/divinopolis/guia/santa-gula-cafe-09222140000189/', 'https://pt.foursquare.com/v/santa-gula/4d90b1c2d265236a55583b17']","['From Review : Muito pequeno! of Santa Gula Cafe. Santa Gula Cafe · 5 reviews · Avenida Primeiro de Junho 935 Vl Sta Cecilia, Divinopolis, State of Minas\xa0...', 'Santa Gula Cafe ; Endereço. Avenida Primeiro De Junho, 935, Centro Divinópolis/MG - CEP 35500-003 ; Telefones. (37) 3222-6626\xa0...', 'Consulte o CNPJ da SANTA GULA CAFE de Divinópolis, MG, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Jun 1, 2022 — Santa Gula Cafe ... Dom à Sáb: 11:30 às 14:30. ver telefone. +55 37 3212-9680.', 'Santa Gula Cafe em Divinópolis - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...', 'Restaurant: There are 40 places in Divinópolis, Brazil. Search for Restaurant and filter by rating, features, and reviews for Brazil, Divinópolis area.', 'Santa Gula Cafe em Divinópolis - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da\xa0...', 'Veja 2 fotos de 59 clientes sobre comida caseira . ""Melhor comida caseira da cidade! Bastante variedade de saladas, carnes... recomendo!""']"
PASTA RICA RESTAURANTE E PIZZARIA,+55 37 99670-0076,"['https://pt-br.facebook.com/pastaricapizza/', 'https://www.tripadvisor.com.br/Restaurant_Review-g1076187-d3259818-Reviews-Pasta_Rica_Trattoria-Divinopolis_State_of_Minas_Gerais.html', 'https://www.instagram.com/pastaricapizza/?hl=en', 'https://www.ifood.com.br/delivery/divinopolis-mg/pasta-rica-shopping-patio-padre-liberio/6f884b85-f2ea-4c8f-ae1c-bce19d5c2832?utm_medium=share', 'https://restaurantguru.com.br/Pasta-Rica-Divinopolis', 'https://pizzariaspertodemim.com/e/pasta-rica-restaurante-e-pizzaria-bxqdkr/', 'https://instabio.cc/4060912MJmor2', 'https://www.valor.srv.br/empresa.php?cnpj=08381927000120']","['Pasta Rica Restaurante e Pizzaria. Melhor restaurante e pizzaria da região! instabio.cc/4060912MJmor2. 319 posts. 3,075 followers. 140 following.', 'Telefone para contato 37 996700076.', 'Jan 14, 2023 — Cervejaria Savassi/Pasta Rica Trattoria, #13 entre Divinópolis pizzarias: 212 avaliações e 17 fotos detalhadas. Encontrar no mapa e ligar\xa0...', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Pasta Rica Restaurante e Pizzaria, para encontrar Pizzarias em Rua Moacir Jose Leite, Santa Clara,\xa0...', 'Shopping Pátio Divinópolis.', 'Pasta Rica Restaurante e Pizzaria é uma empresa que está localizada no município de Divinópolis/MG, aberta em 23/10/2006, estando atualmente com sua\xa0...']"
UAI ZE RESTAURANTE E PIZZARIA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/Restaurant_Review-g303386-d4528842-Reviews-Uai_Ze_Restaurante-Mariana_State_of_Minas_Gerais.html', 'https://m.yelp.com/biz/uai-ze-restaurante-e-pizzaria-mariana', 'https://mariana.org.br/Uai+Ze+Restaurante+e+Pizzaria/687/minas-gerais/onde-comer', 'https://www.solutudo.com.br/empresas/mg/mariana/restaurantes/uai-ze-restaurante-e-pizzaria-8988484', 'https://idasbrasil.com.br/Uai+Ze+Restaurante+e+Pizzaria/Mariana/minas-gerais/687/g', 'https://www.guiadoturismobrasil.com/gastronomia/3/pizzaria/9/MG/mariana/517/uai-ze-restaurante-e-pizzaria/25975', 'https://www.apontador.com.br/local/mg/mariana/pizzarias/UU7CJ724/uai_ze_restaurante_e_pizzaria.html', 'https://restaurantguru.com.br/Uai-Ze-Mariana', 'https://guiafacil.com/site/uai-ze-restaurante-e-pizzaria/mariana/mg/3135585109/']","['Uai Zé Restaurante, Mariana: Veja 28 dicas e avaliações imparciais de Uai Zé ... Avenida Getúlio Vargas 34A Centro, Mariana, Minas Gerais 35420-000 Brasil\xa0...', 'Map · Av. Getúlio Vargas 34 lj A. Mariana - MG 35420-000. Brazil. Directions · (31) 3558-5109. Call Now · More Info. Menu for Uai Ze Restaurante e Pizzaria · Known\xa0...', 'Uai Zé Restaurante e Pizzaria. Av. Getúlio Vargas 34 - Centro - Mariana - MG CEP 35420-000', 'Uai Ze Restaurante E Pizzaria ; Endereço. Avenida Getulio Vargas, 34, Centro - A Mariana/MG - CEP 35420-000 ; Telefone. (31) 3558-5109.', 'Uai Zé Restaurante e Pizzaria ; Av. Getúlio Vargas 34 - Centro - Mariana - MG CEP 35420-000 31 3558-5109 (Fixo) Categoria: Restaurante Culinária: Pizzaria -\xa0...', 'Mariana/MG - Uai Zé Restaurante e Pizzaria. (31) 3558-5109. Av Getúlio Vargas, 34 - Centro - CEP: 35420-000. Mariana / MG. BRAZIL SALES- BANNER FULL HOME.', '... o endereço, as fotos e as avaliações do Uai Zé Restaurante e Pizzaria especializado em null localizado em Avenida Getúlio Vargas, 34, Centro, Mariana, MG.', 'Nov 1, 2022 — Uai Zé Restaurante, #9 entre Mariana restaurantes: ❤️ 201 avaliações e 17 fotos detalhadas. Encontrar no mapa e ligar para reservar uma\xa0...', 'UAI ZE RESTAURANTE E PIZZARIA tem como foco o segmento de Restaurantes em Mariana. Você pode localizá-lo em Avenida Getúlio Vargas, 34 no bairro Centro ...']"
