,tel,link,descricao
SUPERMERCADO DO EXPEDITO,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/go/jussara/supermercado-do-expedito-02519624000145/', 'https://cidadeurgente.com/go/jussara/guia/supermercado-do-expedito-02519624000145/', 'https://cadastroempresa.com.br/cnpj/02.519.624/0001-45-supermercado-do-expedito-expedito-valerio-ribeiro', 'https://www.informecadastral.com.br/cnpj/expedito-valerio-ribeiro-02519624000145', 'https://casadosdados.com.br/solucao/cnpj/expedito-valerio-ribeiro-02519624000145', 'https://www.situacaocadastral.info/cnpj/expedito-valerio-ribeiro-02519624000145', '/search?q=SUPERMERCADO+DO+EXPEDITO,+JUSSARA+-+GO&tbm=isch&source=univ&fir=LjUW7Nk85JsEfM%252Ci78ElQIbfa_xnM%252C_%253B5M1pqa3J8RfQuM%252CtDTwp51qtv1uBM%252C_%253Bwq_S2T3KvcWReM%252Cpheab5vARqHgGM%252C_%253B6wKSM9hQ3fF9kM%252CreAq4T9FKxqSXM%252C_%253BA02sw17MDEb8BM%252CQP7F6Vm5r0py5M%252C_%253BtPd4BRyp9xImSM%252Ci78ElQIbfa_xnM%252C_%253BNepHL1U3LtAIIM%252Cqs3j7YFA0N0ZvM%252C_%253B1hZnDn-73TwSnM%252CQP7F6Vm5r0py5M%252C_%253B_XOsA-269jpL8M%252CQP7F6Vm5r0py5M%252C_%253B3S91H_liinzaLM%252CQP7F6Vm5r0py5M%252C_&usg=AI4_-kRW_EiB8ga2Cqk9_T1wnLueYYj_Qg&sa=X&ved=2ahUKEwjq4u_vlZ_9AhWaD1kFHaCJAzYQjJkEegQIExAC']","['Confira abaixo os telefones, endereço e e-mail para contato de Supermercado Do Expedito em Jussara, Goiás. EXPEDITO VALERIO RIBEIRO com o CNPJ 02.519.624/0001\xa0...', 'Confira no mapa como chegar em Supermercado Do Expedito, no endereço: Avenida Jose Bonifacio, 242, Centro, Jussara-GO. CEP: 76270-000 .', 'Logradouro: Jose Bonifacio, 242 ; Bairro: Centro ; CEP: 76270-000 ; Município: Jussara ; Estado: Goiás.', 'O CNPJ da empresa Expedito Valerio Ribeiro (Supermercado do Expedito) é 02.519.624/0001-45. Com sede em JUSSARA, GO, possui 24 anos, 5 meses e 25 dias e foi\xa0...', 'EXPEDITO VALERIO RIBEIRO - CNPJ 02519624000145 ... SUPERMERCADO DO EXPEDITO ... JUSSARA. UF. GO. E-MAIL. Quadro Societário. Atividade Principal.', 'O CNPJ da empresa Expedito Valerio Ribeiro (Supermercado do Expedito) é 02.519.624/0001-45. Com sede em JUSSARA, GO, possui 24 anos, 7 meses e 22 dias e foi\xa0...']"
BORJAO H IPERMERCADO,+55 64 3674-1772,"['https://guiaog.com.br/ipora-go/supermercados/549/borjao-hipermercado', 'https://m.facebook.com/people/Hipermercado-Borjao/100065211600456/', 'https://www.econodata.com.br/consulta-empresa/02100873000100-BORJAO-SUPERMERCADO-LTDA-', 'https://guiafacil.com/site/borjao-h-ipermercado/ipora/go/6436742481', 'https://www.solutudo.com.br/empresas/go/ipora/super-minimercados/borjao-h-ipermercado-8513655', 'https://pt.foursquare.com/v/borj%C3%A3o-hipermercado/52a5ce27498eef82f2961cdf', 'http://cnpj.info/BORJAO-SUPERMERCADO-LTDA-Av-Rio-Claro-Q-6-0-Lt52-Nr1441-S-00-Ipora-GO-76200000']","['Saiba mais sobre BORJÃO HIPERMERCADO. Veja os telefones, endereço e avaliação de usuários - Empresa do ramo Supermercados, localizada em Iporá,Goiás.', 'Av. Rio Claro n1441, Iporá, GO, Brazil. +55 64 3674-1772. Not yet rated (0 Reviews)\ufeff · Photos · See all photos · Hipermercado Borjao updated their cover\xa0...', 'Consulte o CNPJ da BORJAO H IPERMERCADO de Iporá, GO, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'BORJAO H IPERMERCADO tem como foco o segmento de Supermercados em Iporá. Você pode localizá-lo em Avenida Rio Claro Q 6 1441 S LT 52 Vl Itajuba, 1441 no...', 'A empresa Borjao H Ipermercado trabalha há mais de 36 anos na categoria Super - Minimercados na cidade de Iporá, GO na Avenida Rio Claro, Nº 1441 - Centro.', '4 visitantes fizeram check-in em Borjão Hipermercado. ... borjao supermercado iporá •; borjão hipermercado iporá ... Mais lugares ótimos em Iporá, GO:\xa0...', 'Telefones e CNPJ de empresa Borjao Supermercado Ltda.. Também consultar CNPJ e informações sobre outras ... Av Rio Claro Q 6, 0 Lt52 Nr1441 S 00. Ipora - GO']"
RODIZIO CARNES E SUPERMERCADO,+55 34 3242-5999,"['https://www.facebook.com/RodizioCarnesESupermercado/?locale=pt_BR', 'https://www.youtube.com/watch?v=_8DhxdkLxDc', 'https://pt.foursquare.com/v/rod%C3%ADzio-carnes-e-supermercado/4f786e1fe4b0c8b498fb92cc', 'https://www.solutudo.com.br/mg/araguari/super-minimercados/rodizio-carnes-e-supermercado-10191548', 'https://www.econodata.com.br/consulta-empresa/08755678000196-RODIZIO-CARNES-E-SUPERMERCADO-LTDA-', 'https://www.instagram.com/rodiziocarnesesupermercado/?hl=en', 'https://www.apontador.com.br/local/mg/araguari/alimentos_e_bebidas/C40507474A424C4241/rodizio_carnes_e_supermercado.html', 'https://guiafacil.com/site/rodizio-carnes-e-supermercado/araguari/mg/3432426114/']","['Rodizio carnes e supermercado, Araguari. 5087 Me gusta · 35 personas están hablando de esto · 78 personas han estado aquí. Supermercado Rodízio.', 'Ver 2 fotos e 4 dicas de 158 clientes para Rodízio Carnes e Supermercado. ""Só compro lá melhores carnes""', 'No mercado, a empresa está localizada na Rua Joaquim Barbosa, Nº 650 no bairro Amorim em Araguari - MG, CEP 38446-146. A empresa Rodizio Carnes E Supermercado\xa0...', 'Consulte o CNPJ da RODIZIO CARNES E SUPERMERCADO de Araguari, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', '4801 Followers, 1289 Following, 529 Posts - See Instagram photos and videos from Grandes ofertas todos dias. (@rodiziocarnesesupermercado)', '... as fotos e as avaliações do Rodizio Carnes e Supermercado especializado em null localizado em Rua Joaquim Barbosa, 650, 38446-219, Amorim, Araguari, MG.', 'RODIZIO CARNES E SUPERMERCADO tem como foco o segmento de Supermercados em Araguari. Você pode localizá-lo em Rua Joaquim Barbosa, 650 no bairro Eduardo...']"
O BARATEIRO,NAO DISPONIBILIZADO,"['/search?q=O+BARATEIRO,+BRUSQUE+-+SC&npsic=0&rflfq=1&rldoc=1&rllag=-27098786,-48909066,2112&tbm=lcl&sa=X&ved=2ahUKEwjS1ZODlp_9AhVqFFkFHa6TB6QQtgN6BAgQEAE', 'https://support.google.com/websearch/answer/3338405?hl=en', 'https://www.facebook.com/supermercadosobarateiro/?locale=pt_BR', 'https://www.instagram.com/supermercados_o_barateiro/?hl=en', 'https://m.yelp.com/biz/supermercado-o-barateiro-brusque', 'https://brusque.portaldacidade.com/guia-comercial/brusque/supermercado-o-barateiro', 'https://br.indeed.com/cmp/Supermercado-O-Barateiro/reviews?fcountry=BR&floc=Brusque%2C+SC', 'https://pt.foursquare.com/v/supermercado-o-barateiro-azambuja/500f323ae4b0454c63486782', 'https://www.solutudo.com.br/sc/brusque/super-minimercados/o-barateiro-10151614', 'http://www.barateirofutsal.com.br/', 'https://guiafacil.com/site/supermercado-o-barateiro/brusque/sc/4733511761/']","['WhatsApp: 47 9 9645-9292. Barateiro Azambuja: 47 3351-1761. Barateiro Santa Rita: 47 3252-0978. Quer acompanhar nossas ofertas? Clique no link abaixo.', 'Photos · Map · R. Azambuja 569. Brusque - SC 88354-101. Brazil. Directions · (47) 3351-1761. Call Now · More Info. Menu for Supermercado O Barateiro · Known For. No.', 'Supermercado O Barateiro. Rua Azambuja, 569, até 514/515. Centro II - 88354-100 - Brusque/SC. (47) 3351-1761. Ao ligar, diga que viu no Portal da Cidade\xa0...', 'Trabalho na empresa Supermercado O Barateiro - Brusque, SC: 3 avaliações · Empresa boa para se trabalhar · Avaliação destaque do Indeed · Contras · empresa dinâmica\xa0...', 'Veja o que seus amigos estão dizendo sobre Supermercado O Barateiro Azambuja. Ao criar uma conta, você é capaz de seguir amigos e especialistas em quem confia e\xa0...', 'A empresa O Barateiro trabalha desde 2010 na categoria Super - Minimercados na cidade de Brusque, SC na Rua Azambuja, Nº 569 - Sala 01 - Azambuja.', 'Saiba mais sobre o Barateiro Futsal. A Associação Barateiro de Futsal Clube é fruto de uma família brusquense apaixonada pelo ... Santa Rita, Brusque, SC', 'SUPERMERCADO O BARATEIRO tem como foco o segmento de Empresas e Negócios em Brusque. Você pode localizá-lo em Rua Azambuja, 569 no bairro Azambuja em Br...']"
SUPERMERCADO 2 AMIGOS,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/sc/brusque/supermercado-2-amigos-05471699000191/', 'https://www.diariocidade.com/sc/brusque/guia/supermercado-2-amigos-05471699000191/', 'https://cnpj.biz/05471699000191', 'http://cnpj.info/Supermercado-Mcs-Supermercado-2-Amigos', 'https://www.valor.srv.br/empresa.php?cnpj=05471699000191&empresa=supermercado-mcs-ltda', 'https://empresasdobrasil.com/empresa/supermercado-2-amigos-05471699000191', 'https://zh-hk.facebook.com/mixsupermercadodj/']","['Confira abaixo os telefones, endereço e e-mail para contato de Supermercado 2 Amigos em Brusque, Santa Catarina. SUPERMERCADO MCS LTDA com o CNPJ 05.471.699/\xa0...', 'A empresa Supermercado 2 Amigos, localizada no bairro Bateas, em Brusque-SC foi fundada em 2002. A atividade principal da empresa é Comércio Varejista de\xa0...', 'A empresa Supermercado 2 Amigos de CNPJ 05.471.699/0001-91, fundada em 17/12/2002 e com razão social Supermercado Mcs LTDA, está localizada na cidade Brusque do\xa0...', 'Consulta CNPJ da empresa Supermercado Mcs LTDA | Supermercado 2 Amigos. Também ver outro informações: situação cadastral, ... BATEAS BRUSQUE - SC 88355-430\xa0...', 'Supermercado 2 Amigos é uma empresa que está localizada no município de Brusque/SC, aberta em 17/12/2002, estando atualmente com sua situação cadastral\xa0...', 'R MAX HEINIG, 321, SALA 02 · Bairro BATEAS · Cidade Brusque · CEP 88.355-430 · Telefone: Não disponível\xa0...', '(47) 3350-8062 Loja 04 Rua David Hort 557, Brusque, SC. 27. 2次分享 ... ofertas e comemorar conosco a chegada do nosso grande amigo Supermercados Barni!']"
AVENIDA SUPERMERCADO,+55 16 3242-3868,"['https://www.facebook.com/Avenidasupermercadomontealto/', 'https://m.facebook.com/Avenidasupermercadomontealto/videos/aten%C3%A7%C3%A3o-para-o-nosso-jornal-avenida-desse-s%C3%A1badoofertas-imperd%C3%ADveis-nesse-s%C3%A1bado/1192986931201205/?__so__=permalink&__rv__=related_videos&locale=ms_MY&_rdr', 'https://www.facebook.com/Avenidasupermercadomontealto/videos/655583469154550/', 'https://www.solutudo.com.br/empresas/sp/mte-alto/super-minimercados/avenida-supermercado-9925218', 'https://www.instagram.com/avenida_supermercado690/?hl=en', 'https://local.infobel.br.com/BR105010140-1632423868/avenida_supermercado-monte_alto.html', 'https://www.descubraonline.com/guia/sp/monte-alto/avenida-supermercado-02828786000165/', 'https://pt.foursquare.com/v/avenida-supermercado/56bced13498e65b545077550/photos', 'https://acharei.com.br/poi/avenida_supermercado_avenida_antonio_inforcatti-1348802.html']","['No mercado, a empresa está localizada na Avenida Antonio Inforcatti, Nº 690 no bairro Laranjeiras em Monte Alto - SP, CEP 15910-000.', '“Avenida Supermercado, aqui a economia é certa!!” Tradição há mais de 20 anos! (16) 3242-3868 WhatsApp (16) 99635-5978. 832 posts. 1,602 followers.', 'Avenida Supermercado - SUPERMERCADOS E HIPERMERCADOS, Monte Alto, 15910, Avenida Antônio Inforcatti 690, TEL: 1632423..., Brasil, Nesta página : Avenida\xa0...', 'Avenida Supermercado em Monte Alto, São Paulo. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Bryan T. Bryan Trovati · Brasil » São Paulo » » Monte Alto ». Esta é a sua empresa? Reivindique agora.', 'Como Chegar Avenida Supermercado veja seus telefones e endereço em nosso guia de empresas de Monte Alto - SP.']"
SUPERMERCADO AGUA AZUL,+55 67 99281-4803,"['https://www.facebook.com/SupermercadoAguaAzul/', 'https://www.solutudo.com.br/empresas/ms/sidrolandia/super-minimercados/supermercado-agua-azul-6617142', 'https://www.listaamarela.com.br/empresa/ms/sidrolandia/mercado-agua-azul_9746924', 'https://www.guiatelefone.com/sidrolandia-ms/mercados-e-supermercados/739580/mercado-agua-azul', 'https://cnpj.biz/05335512000122', '/search?q=SUPERMERCADO+AGUA+AZUL,+SIDROLANDIA+-+MS&tbm=isch&source=univ&fir=md95YgaPc-eU1M%252C0uMhFQISTcu9LM%252C_%253BQsqDv99_ZtJ52M%252Cvz6_M-st4kkIaM%252C_%253BMoF-x99oY1rxdM%252C0uMhFQISTcu9LM%252C_%253B5sVZzgqHVh7ikM%252C0uMhFQISTcu9LM%252C_%253BvLZIthGmRLygGM%252C6u-JfsFnsU8SuM%252C_%253BaJTrKAQfKuysTM%252C0uMhFQISTcu9LM%252C_%253BlNvCk4eBDp3eVM%252Cg4Hyc-IznHcOtM%252C_%253BufeT5oapXLTxDM%252C0uMhFQISTcu9LM%252C_%253Bp6cIn46hVzd3rM%252C3CxHIGuZyfs4bM%252C_%253B4vABXDvW-nQjDM%252CtQlehJYma_wXVM%252C_&usg=AI4_-kSp6B0tDiQAbnMuFcHWYpPJs3yLgw&sa=X&ved=2ahUKEwj9neqVlp_9AhXIM1kFHbolByEQjJkEegQIJhAC', 'https://www.apontador.com.br/local/ms/sidrolandia/supermercados/C406060527580Q5802/supermercado_agua_azul.html', 'https://www.econodata.com.br/consulta-empresa/05335512000122-SUPERMERCADO-AGUA-AZUL-LTDA']","['Supermercado Água Azul · Página · Açougue · Avenida Aroeira 275, Sidrolândia, MS, Brazil · +55 67 3272-3508 · Fechado agora · Classificação · 4,1 (21 avaliações).', 'A empresa Supermercado Agua Azul trabalha desde 2002 na categoria Super - Minimercados na cidade de Sidrolândia, MS na Avenida Aroeira, Nº 275 - Pe De Cedro\xa0...', 'MERCADO ÁGUA AZUL está na categoria da Supermercados em Sidrolândia/MS. Avenida Aroeira , 275. Pes Cedro, Sidrolândia, MS.', 'Avaliações, telefone e endereço de MERCADO ÁGUA AZUL em Pes Cedro, Sidrolândia, MS. Ligue (67) 3272-35...', 'Todos os dados da empresa Supermercado Agua Azul LTDA com CNPJ 05.335.512/0001-22 - 05335512000122 de Sidrolândia/MS. Telefone, Endereço, Sócios...', '... o endereço, as fotos e as avaliações do Supermercado Agua Azul especializado em null localizado em Avenida Aroeira, 79170-000, Pe de Cedro, Sidrolândia, MS.', 'Consulte o CNPJ da SUPERMERCADO AGUA AZUL de Sidrolândia, MS, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...']"
SUPERMERCADO MERCOCENTRO,NAO DISPONIBILIZADO,"['https://www.facebook.com/SupermercadosMercocentro/', 'https://foursquare.com/v/supermercado-mercocentro/4f68d602e4b0f950fd67782a', 'https://m.yelp.com/biz/supermercados-mercocentro-bigua%C3%A7u', 'https://www.instagram.com/supermercocentro/?hl=en', 'https://guiafacil.com/site/supermercados-mercocentro/biguacu/sc/4832436765/', 'https://applocal.com.br/empresa/supermercado-mercocentro/biguacu/sc/201614', 'https://www.linkedin.com/company/supermercado-mercocentro', 'https://www.jusbrasil.com.br/processos/nome/62714630/supermercado-mercocentro']","['Supermercados Mercocentro. 4.5 (286). ·. Supermarket.', 'See 4 photos and 4 tips from 111 visitors to Supermercado MERCOCENTRO. ""Bolo 4 leites! ... R. João Luiz Duarte, 1147 - Bom Viver, Biguaçu - SC, 88160-000', 'Pça. Nereu Ramos 30. Biguaçu - SC 88160-000. Brazil. Directions. (48) 3243-4497. Call Now. More Info. Menu for Supermercados Mercocentro. Known For.', '48.6k Followers, 109 Following, 1294 Posts - See Instagram photos and videos from SUPERMERCADOS MERCOCENTRO (@supermercocentro)', 'SUPERMERCADOS MERCOCENTRO tem como foco o segmento de Supermercados em Biguaçu. Você pode localizá-lo em Praça Nereu Ramos, 30 no bairro Centro em Bigu...', 'Ligue ☎ (48) 3243-44... Realize suas compras no Supermercado Mercocentro em Biguaçu, SC. Atuamos como Supermercados na região, onde a nossa família atende\xa0...', 'Supermercado Mercocentro | 60 followers on LinkedIn. Sabe-se que a concorrência no setor ... Employees at Supermercado Mercocentro ... Biguaçu, SC\xa0...', 'O Jusbrasil encontrou 10 processos de Supermercado Mercocentro nos Diários Oficiais. Todos os processos são do TJSC. ... TJSC · Biguaçu, SC.']"
FILIAL 1440,NAO DISPONIBILIZADO,"['https://www.google.com/mymaps/viewer?mid=1nwPuxMdUSOtja36iiUaFHOYyFNo&hl=en_US', 'https://en.wikipedia.org/wiki/Concei%C3%A7%C3%A3o_do_Araguaia', 'https://acukwik.com/Airport-Info/SBAA', 'https://www.tripadvisor.com/LocationPhotos-g2345212-Conceicao_Do_Araguaia_State_of_Para.html', 'https://www.expedia.com/Conceicao-Do-Araguaia.dx796', 'https://www.caravela.info/regional/concei%C3%A7%C3%A3o-do-araguaia---pa', 'https://conceicaodoaraguaia.pa.gov.br/', 'https://hospitaldeamor.com.br/site/conceicao-do-araguaia-pa-2/']","['Conceição do Araguaia - PA.', 'Conceição do Araguaia is a municipality in the state of Pará in the Northern region of Brazil. Conceição do Araguaia. Municipality.', 'Located in Conceicao do Araguaia, PA, BRAZIL. ICAO - SBAA, IATA - CDJ. Weather Clearance Visa/Health NOTAMs Trip Sheet. Airport Type. Civil. Lat/Long.', ""Conceicao Do Araguaia pictures: Check out Tripadvisor members' 111 candid photos and videos of landmarks, hotels, and attractions in Conceicao Do Araguaia."", 'Travel guide resource for your visit to Conceicao do Araguaia. Discover the best of Conceicao do Araguaia so you can plan your trip right.', 'Conceição do Araguaia - PA é um município de grande relevância na região que se destaca pelo alto crescimento econômico e pelo elevado potencial de consumo.', 'Os fazedores de cultura do município de Conceição do Araguaia-Pa, que receberam recursos da lei aldir blanc, fizeram diversas apresentações…', 'Mar 25, 2022 — População: 48.115 habitantes – Atendimentos em 2021: O 5º Leilão Direito de Viver de Conceição do Araguaia – PA, realizado no dia 04/09/2021\xa0...']"
SUPERMERCADOS QUEIROZ,+55 88 3411-1031,"['https://www.facebook.com/queirozderussas/', 'https://www.instagram.com/queirozderussas/?hl=en', 'https://www.solutudo.com.br/empresas/ce/russas/super-minimercados/supermercados-queiroz-8720441', 'https://foursquare.com/v/supermercado-queiroz/520ea1ab498e0323f61f183c/photos', '/search?q=SUPERMERCADOS+QUEIROZ,+RUSSAS+-+CE&tbm=isch&source=univ&fir=0qx-0_BdGT1EHM%252CapSOlJXMAtRyGM%252C_%253B3hNVfQgJFN-WuM%252CNizyhTMi95MBGM%252C_%253BUg3u19uZPDVadM%252CNizyhTMi95MBGM%252C_%253B_iRweYzkokeh_M%252CNizyhTMi95MBGM%252C_%253Bo6P2NdpIuvE0LM%252CRPVz_saDg6dzLM%252C_%253BYB9uX4nW-c9_WM%252CjbyLBKDZ04Z05M%252C_%253BgfPQkUBuIYIxjM%252CSN9IOTGXSzx7TM%252C_%253BFlV0Y_XynWULoM%252CNizyhTMi95MBGM%252C_%253B5VL140kP0xyLoM%252CNizyhTMi95MBGM%252C_%253BDGqpXsonOsFU0M%252CUO5F1Zcae8T45M%252C_&usg=AI4_-kRG3CywDTXdJptK9hxerJsj67a5yQ&sa=X&ved=2ahUKEwi95YSvlp_9AhU3MlkFHfPiCiUQjJkEegQIDBAC', 'https://www.apontador.com.br/local/ce/russas/supermercados/XTST326T/supermercados_queiroz.html', 'https://www.econodata.com.br/consulta-empresa/02834171000222-I-L-SUPERMERCADOS-LTDA', 'https://www.latemia.net.br/sobre/queiroz-supermercado-russas-ce', 'https://www.descubraonline.com/guia/ce/russas/supermercados-queiroz-02834171000222/']","['13.5k Followers, 2 Following, 1271 Posts - See Instagram photos and videos from Supermercado Queiroz de Russas (@queirozderussas)', 'Supermercados Queiroz ; Endereço. Rua Coronel Araujo Lima, 1051, Centro - : 55; Russas/CE - CEP 62900-000 ; Telefone. (84) 3316-2408 ; Email. contato@contauditoria\xa0...', 'See all photos taken at Supermercado Queiroz by 23 visitors.', 'Supermercados Queiroz. Rua Coronel Araújo Lima, 1051, 55, Centro,Russas ... Localização. Rua Coronel Araújo Lima, 1051, 55, Centro, 62900-000, Russas - CE.', 'Consulte o CNPJ da SUPERMERCADOS QUEIROZ de Russas, CE, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Informações sobre QUEIROZ SUPERMERCADO em Russas » Empresa de Pets Shops perto de Você! Endereço, ☎ telefone, mapa, como chegar <-> CLIQUE AQUI.', 'Supermercados Queiroz em Russas, Ceará. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
SUPERMERCADOS PINHEIROS,+55 35 3291-4994,"['https://www.facebook.com/pinheirossupermercadoalfenas/', 'https://www.instagram.com/supermercadopinheiros/?hl=en', 'https://supermercado-pinheiros.negocio.site/', 'https://guiadealfenas.com/supermercado-pinheiros/', 'https://www.clickdisk.com.br/telefone/alfenas-mg/supermercado-pinheiros', 'https://www.solutudo.com.br/empresas/mg/alfenas/super-minimercados/supermercados-pinheiros-10120502', 'https://guiafacil.com/site/supermercado-pinheiros/alfenas/mg/3532914994/']","['Avenida Jovino Fernandes Sales,930 Jardim Boa Esperança , Alfenas, MG, Brazil. \U000f16cf. Fechado agora. \U000f184d. Classificação · 4,8 (21 avaliações).', 'Avenida Jovino Fernandes Sales, 930. Jardim Boa Esperança Alfenas - MG (35) 3291-4994 · 1,457 posts · 8,804 followers · 2,966 following.', 'Supermercado Pinheiros. Padre Cornélio Hans, 3107, Jardim Boa Esperança 37130-000 Alfenas- MG. Aberto hoje até 21:00.', 'Telefone e WhatsApp do Supermercado Pinheiros em Alfenas, MG. Se você tem interesse em descobrir qual é o telefone ou WhatsApp do Supermercado Pinheiros em\xa0...', 'SUPERMERCADO PINHEIROS. (35) 3291-4994. ALFENAS-MG. Compartilhe: O que mais perguntam sobre a SUPERMERCADO PINHEIROS.', 'Supermercados Pinheiros ; Endereço. Rua Padre Cornelio Hans, 3107, Jardim Boa Esperanca Alfenas/MG - CEP 37130-001 ; Telefone. (35) 3291-1080 ; Email. contabil@\xa0...', 'SUPERMERCADO PINHEIROS tem como foco o segmento de Supermercados em Alfenas. Você pode localizá-lo em Rua Califórnia, 44 no bairro Jardim Boa Esperança ...']"
MINAS SUPERMERCADO,NAO DISPONIBILIZADO,"['https://www.guiatelefone.com/janauba-mg/mercados-e-supermercados/1035315/minas-supermercado', 'https://www.solutudo.com.br/mg/janauba/super-minimercados/minas-supermercado-9338679', 'https://www.apontador.com.br/local/mg/janauba/supermercados/C40744453A295E2956/minas_supermercado.html', 'https://www.descubraonline.com/guia/mg/janauba/minas-supermercado-03024749000167/', 'https://cnpj.biz/03024749000167', 'https://guianobrasil.com.br/minas-supermercado-rio-novo-janauba-mg/', 'https://www.diariocidade.com/mg/janauba/guia/minas-supermercado-03024749000167/', 'https://www.facebook.com/gulosaosupermercado/']","['Consulte a nossas ofertas. estamos no endereço Avenida Gentil Dias, 230, no bairro de Rio Novo na cidade de Janaúba, MG. Avalie.', 'Minas Supermercado ; Endereço. Avenida Gentil Dias, 230, Rio Novo Janaúba/MG - CEP 39440-001 ; Telefone. (38) 3821-1316 ; Email. contlider@uai.com.br.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Minas Supermercado especializado em null localizado em Avenida Gentil Dias, 39440-000,\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Minas Supermercado em Janaúba, Minas Gerais. · 47.22-9-01 Comércio Varejista de Carnes - Açougues\xa0...', 'CNPJ: 03.024.749/ ; Inscrição Estadual MG: 351014326.00-84 ; Razão Social: Jailton Cleyser Dantas Cangussu ; Nome Fantasia: Minas Supermercado ; Data da Abertura:\xa0...', 'Encontre a empresa Minas Supermercado no bairro Rio Novo na cidade de Janauba, MG. Saiba mais com as informações: contatos, telefone, redes sociais,\xa0...', 'Minas Supermercado em Janaúba - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...', 'Gulosão supermercado, Janaúba, Minas Gerais, Brazil. 1785 likes · 126 were here. vendas de alimentos perfumaria e higiene pessoal.']"
SUPER CASAS REGINA,NAO DISPONIBILIZADO,"['https://www.yelp.com/biz/super-casa-regina-orizona', 'https://www.apontador.com.br/local/go/orizona/servicos_em_construcao/C404144729204C204A/super_casas_regina.html', 'https://eguias.net/super-casa-regina-orizona-go', 'https://guiafacil.com/site/super-casa-regina/orizona/go/6434741202', 'https://listaamarela.com.br/empresa/go/orizona/super_casa_regina_9638338', 'https://sualista.com/super-casa-regina-3023593.html', 'https://www.diariocidade.com/go/orizona/guia/super-casas-regina-02483410000166/', 'https://www.misterwhat.com.br/company/1139980-super-casa-regina-orizona', 'https://www.cliqueiachei.com.br/telefone2/orizona/go/super-casa-regina', 'https://www.guiatelefone.com/orizona-go/mercados-e-supermercados/576130/super-casa-regina']","['Photos · Map · R. Edmundo Marinho 20. Orizona - GO 75280-000. Brazil. Directions · (64) 3474-1202. Call Now · More Info. Menu for Super Casa Regina · Known For. No.', 'Localização. Rua Getúlio Vargas, 53, A, Centro, 75280-000, Orizona - GO. rota pronta · Faça login para enviar fotos. Lugares para comer\xa0...', 'SUPER CASA REGINA está situada na cidade de Orizona, GO. Nosso telefone para contato: (64) 3474.... Atuamos no ramo de Supermercados com excelente\xa0...', 'SUPER CASA REGINA tem como foco o segmento de Supermercados em Orizona. Você pode localizá-lo em Rua Edmundo Marinho, 20 no bairro Setor Central em Oriz...', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Super Casa Regina em Orizona, GO.', 'SUPER CASA REGINA Mercados e supermercados Supermercados GO - Goiás Orizona.', 'Super Casas Regina em Orizona - GO, Goiás. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'Super Casa Regina - Orizona 75280-000 – Perfil da Companhia, Número de Telefone, Endereço, CEP, Mapa e mais.', 'Telefone de Super Casa Regina da cidade de Orizona/GO na lista telefônica online Cliquei Achei: (64) 3474-1*0*. Encontre telefone fixo, telefone celular,\xa0...', '... telefone e endereço de SUPER CASA REGINA em Setor Central, Orizona, GO. ... você e sua casa: alimentos, bebidas, produtos de higiene pessoal, frutas,\xa0...']"
