,tel,link,descricao
MULTI LIGHT,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rs/canela/super-minimercados/multi-light-9592942', '/search?q=MULTI+LIGHT,+CANELA+-+RS&tbm=isch&source=univ&fir=2I__A77S539_IM%252CCKRKnluLHfcFRM%252C_%253BJ2ciDumHf5mSdM%252CCKRKnluLHfcFRM%252C_%253BafTBgj_as5AlPM%252CFo6xUfP91kiDaM%252C_%253BCGrSDROSVP-cCM%252CCKRKnluLHfcFRM%252C_%253B9eQ2Q7-nmlTnVM%252CCKRKnluLHfcFRM%252C_%253B_Y8qhaTI4wiRyM%252C96m-LTWtMJpNsM%252C_%253BSDGzfWcBa_j2tM%252C3i1kFmjbPMzvLM%252C_%253B3ho5-We3EE2RGM%252CHnRszMgH9f1OQM%252C_%253BqkjTgI7YMoXElM%252CNuktE6f2D-2y4M%252C_%253BmYy-G2K_fPA42M%252CsXLNpCKf2G-HJM%252C_&usg=AI4_-kT2p52fGjvV-CuHW1ikmR6Vd1hUpQ&sa=X&ved=2ahUKEwjw2fzMypL9AhUwFFkFHXThC88QjJkEegQICBAC', 'https://www.descubraonline.com/guia/rs/canela/multi-light-02684032000189/', 'https://cnpj.biz/02684032000189', 'https://www.facebook.com/351181298382417/posts/cathedral-of-our-lady-of-lourdes-canela-brazil-the-magnificent-neo-gothic-cathed/1234700033363868/', 'https://www.instagram.com/lupo_canela/?hl=en', 'http://www.southnassau.org/Click.aspx?url=//dreamcollto.tk/143wwwsouthnassauorgYds651', 'https://www.wayfair.com/lighting/pdp/joss-main-canela-2-light-15-flush-mount-w008176741.html', 'https://www.tripadvisor.com/Attractions-g303536-Activities-Gramado_State_of_Rio_Grande_do_Sul.html']","['A empresa Multi Light trabalha desde 1998 na categoria Super - Minimercados na cidade de Canela, RS na Rua Felisberto Soares, Nº 55 - Sala 304 - Centro.', 'Razão Social: MULTILIGHT - PRODUTOS E ALIMENTOS NATURAIS LTDA ; Nome Fantasia: MULTI LIGHT ; Natureza Jurídica: 206-2 Sociedade Empresária Limitada ; CNPJ: 02.684.', 'Localização. Logradouro: Rua Felisberto Soares, 55. Complemento: Sala 304. Bairro: Centro. CEP: 95680-000. Município: Canela. Estado: Rio Grande do Sul.', 'Nov 17, 2018 — A 65m high tower, 12 Italian bronze bells, several paintings, stained glass windows and fine sculptures complete the scene. A quick visit, a\xa0...', '1127 Followers, 513 Following, 568 Posts - See Instagram photos and videos from Lupo Canela - RS (@lupo_canela)', 'Dor-co, Honda del sol jdm fog lights, Multi stripe carpet, ... Idh1 idh2 mutations gliomas, Vickery motorsports graphics, Rs 420 eid reader!', ""You'll love the Canela Fabric Flush Mount at Wayfair - Great Deals on all Lighting products with Free Shipping on most stuff, even the big stuff."", ""Multi-day Tours ... Rio Grande do Sul, City Tour by Gramado and Canela ... That's the place where you can enjoy outside dinner with several gas.""]"
BUTIQUE DA FARINHA,NAO DISPONIBILIZADO,"['https://cnpj.biz/09049923000102', '/search?q=BOUTIQUE+DA+FARINHA,+TARAUACA+-+AC&tbm=isch&source=univ&fir=OG81YKOfdzPYoM%252CRofmN9iClMrt-M%252C_%253BEIjhJKPu9nylPM%252CLjSNnlWMxnkxXM%252C_%253BkJN6xdOnmM6gPM%252CLjSNnlWMxnkxXM%252C_%253BNSburb5F6QeNyM%252CLjSNnlWMxnkxXM%252C_%253BII1qCWwHzUTqxM%252Cv_kxOyM6lAc4_M%252C_%253BLvooEQhATIRDLM%252CLjSNnlWMxnkxXM%252C_%253BpCZMxePoVN5e1M%252CXKeSVDW0JjDcdM%252C_%253BDE2pCeBSUPsU7M%252CK3EyME-7YXg2gM%252C_%253BGyPkuHJohnEKgM%252CwxJKKFmplmNH8M%252C_%253Bu1eNBYu49W5JhM%252CRofmN9iClMrt-M%252C_&usg=AI4_-kRAT7qPQll_E7s3kaEzyDKhrExiDg&sa=X&ved=2ahUKEwiss6H3ypL9AhVuElkFHS_mDqoQjJkEegQICBAC', 'https://boutiquedafarinha.com.br/', 'https://www.montclairlocal.news/spc/?wptouch_switch=mobile&redirect=//opgesduheadhnogho.tk/143wwwmontclairlocalnewsbjS651', 'https://www.diariocidade.com/ac/tarauaca/guia/lojas-de-roupas/', 'https://cadastroempresa.com.br/cnpj/43.483.549/0001-97-ana-confeccoes-ana-janaira-dos-santos-oliveira']","['Todos os dados da empresa Casa da Farinha Tarauaca G. O. Torres com CNPJ 09.049.923/0001-02 - 09049923000102 de Tarauacá/AC. Telefone, Endereço, CNAE(s)...', 'Compre produtos de Comida e Bebida por internet. Temos farinhas, azeites e mais. Faça seu pedido, pague-o online e receba onde quiser.', 'Lisa hornschemeier, Sobrenomes de animes famosos, Okuribito filmi izle, Jalan kaki 45 menit, Matchlock mod, E-4 army rank, La boutique del sonido en maracay\xa0...', 'Lojas de Roupas na cidade de Tarauacá - AC. Clique e veja os serviços, telefones, ... Boutique Das Carnes. Rua Capitao Hipolito, 842, ... Butique Da Farinha.', 'Ana Confeccoes - Ana Janaira dos Santos Oliveira com CNPJ 43.483.549/0001-97 é uma empresa de Tarauacá/AC. Acesse para mais informações.']"
MERCADO ALPES,+55 54 3029-0029,"['https://m.facebook.com/profile.php?id=209434412746089', 'https://www.solutudo.com.br/empresas/rs/caxias-sul/super-minimercados/mercado-alpes-6371015', 'https://www.diariocidade.com/rs/caxias-do-sul/guia/mercado-alpes-08543971000190/', 'http://cnpj.info/Minimercado-Souza-Silva-Mercado-Alpes', 'https://www.locaisdobrasil.com.br/encontre/mercados/caxias-do-sul-rs/mercado-alpes/62f26c38ba47ba4913376dfa', 'https://www.descubraonline.com/guia/rs/caxias-do-sul/mercado-dos-alpes-28475819000124/', 'https://nicelocal.br.com/caxias-do-sul/shops/mercado_alpes/', 'https://www.apontador.com.br/local/rs/caxias_do_sul/alimentos/C40599285A2E3C2E39/mini__mercado_dos_alpes/como-chegar.html']","['Mercado Alpes, Caxias do Sul, RS, Brazil. 8 likes · 1 was here. Grocery Store.', 'No mercado, a empresa está localizada na Rua Julio Calegari, Nº 815 no bairro Esplanada em Caxias do Sul - RS, CEP 95095-230. A empresa Mercado Alpes está\xa0...', 'A empresa Mercado Alpes, localizada no bairro Esplanada, em Caxias do Sul-RS foi fundada em 2006. A atividade principal da empresa é Comércio Varejista de\xa0...', 'Consulta CNPJ da empresa Minimercado Souza & Silva LTDA | Mercado Alpes. ... Fantasia nome, MERCADO ALPES ... CAXIAS DO SUL - RS 95095-663\xa0...', 'Mercado Alpes em Caxias do Sul - RS, melhor Mercados da região. Veja como chegar no endereço, horário de funcionamento, telefone, promoções,\xa0...', 'Mercado Dos Alpes em Caxias do Sul, Rio Grande do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Mercado Alpes,: localização da loja e detalhes de contato, comentários de clientes, ... Endereço. Brasil, 95095-230, Caxias do Sul - RS, Esplanada.', '... Mini - Mercado dos Alpes especializado em null localizado em Rua Joao Luiz Schmitt Machado, 314, 95045-296, Nossa Senhora do Rosario, Caxias Do Sul, RS.']"
MARA ELAINE SCOTO RITTA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rs/caxias-sul/super-minimercados/mara-elaine-scoto-ritta-6367169', 'https://www.procuroacho.com/empresas/rs/caxias-do-sul/05.556.104/0001-09/mara-elaine-scoto-ritta', 'https://www.listaamarela.com.br/empresa/rs/caxias-do-sul/mara-elaine-scoto-ritta_9159432', '/search?q=MARA+ELAINE+SCOTO+RITTA,+CAXIAS+DO+SUL+-+RS&tbm=isch&source=univ&fir=T4JbJlvgvprw3M%252C_q1my1FbST2BAM%252C_%253BIajOlMb173LHuM%252Cc51MnlxJSakr4M%252C_%253B1tMj_WoZcivsHM%252CYkLfYXkYNhDzKM%252C_%253BsElVm6EULmxrqM%252CSWXLyxDt2RNKUM%252C_%253BWRfu9t8nEm57qM%252CSWXLyxDt2RNKUM%252C_%253BnrsSUpscP3QpgM%252CSWXLyxDt2RNKUM%252C_%253Bbk11Bzwoj_GpkM%252CSWXLyxDt2RNKUM%252C_%253B1S93vTzzHCyDTM%252CSWXLyxDt2RNKUM%252C_%253BQM6BA-HUfCBdOM%252CSWXLyxDt2RNKUM%252C_%253BEnGUPJkzAzYdSM%252CwLtI9l_EF0LByM%252C_&usg=AI4_-kR0prryg_E1fNN6h_rFEC1wxR0QIw&sa=X&ved=2ahUKEwikjrfUy5L9AhW2GlkFHaLaDu0QjJkEegQICBAC', 'https://www.procep.com.br/rs/caxias-do-sul/desvio-rizzo/avenida-alexandre-rizzo-95110000/pagina1', 'https://consultas.plus/lista-de-empresas/rio-grande-do-sul/caxias-do-sul/05556101000167-carol-chic-modas-ltda/', 'https://brasilcnpj.org/rs/caxias-do-sul/jose-castilhos-da-silva-93052918000165', 'https://gcpstorage.caxias.rs.gov.br/documents/2018/01/842adb40-39f6-4ab0-ba54-00065caf1c38.pdf']","['A empresa Mara Elaine Scoto Ritta trabalha há mais de 19 anos na categoria Super - Minimercados na cidade de Caxias do Sul, RS na Avenida Alexandre Rizzo,\xa0...', 'Localizada em Caxias do Sul / RS, a empresa é uma Matriz do tipo Empresário (Individual), de porte ""Micro Empresa"" e atualmente encontra-se Ativa na Receita\xa0...', 'Mara Elaine Scoto Ritta está na categoria da Empresas em Caxias do Sul/RS. Av Sandro Tonietto 1525 , Desvio Rizzo Sao Lucas, Caxias do Sul, RS.', 'O código IBGE do município de Caxias do Sul é 4305108 e para ligar para esta cidade é ... MARA ELAINE SCOTO RITTA ... ASSOCIACAO DOS FREIS CAPUCHINHOS DO RS.', 'Qual é o endereço da empresa? · Estado / UF: Rio Grande do Sul / RS · Município: Caxias do Sul · Bairro: *** · Logradouro: *** · Número: *** · Complemento: *** · CEP:\xa0...', 'Atualmente a sede se encontra na cidade de CAXIAS DO SUL no estado de RS, ... Município/UF: CAXIAS DO SUL/RS ... 05556104000109, MARA ELAINE SCOTO RITTA\xa0...', 'Dec 20, 1999 — Rua Alfredo Chaves, 1333, Caxias do Sul/RS. Telefone ... MARA MARINA DE OLIVEIRA ALMEIDA 12129 132,18 ... SILAS SCOTO RITTA. 12072 78,94.']"
MINI MERCADO GABI,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/rs/caxias-sul/super-minimercados/mini-mercado-gabi-6362425', 'https://www.apontador.com.br/local/rs/caxias_do_sul/alimentos_e_bebidas/C40195265A291N291D/mini_mercado_gabi.html', 'https://consultas.plus/lista-de-empresas/rio-grande-do-sul/caxias-do-sul/02225201000112-luiz-simao/', 'https://cadastroempresa.com.br/cnpj/02.225.201/0001-12-mini-mercado-gabi-luiz-simao', 'https://www.facebook.com/mercadofernandedes/', '/search?q=MINI+MERCADO+GABI,+CAXIAS+DO+SUL+-+RS&tbm=isch&source=univ&fir=YaC-ZwhQkMJGVM%252CULJhM6_WPqyh-M%252C_%253BYFNi5Vs2MGpo6M%252CpCg0B2yjGBvllM%252C_%253BaFu3Rx6_clmy-M%252CzqDyhj56ebV66M%252C_%253BVeP4kHQsCQfRWM%252CULJhM6_WPqyh-M%252C_%253BDIrTK4I4vMngUM%252CULJhM6_WPqyh-M%252C_%253BkE9OfaW-Jndc-M%252CULJhM6_WPqyh-M%252C_%253BpG7YbYjB_CUJ5M%252CULJhM6_WPqyh-M%252C_%253By9dtsrgCv3agEM%252CULJhM6_WPqyh-M%252C_%253BzrhgXyEOmv4UFM%252CV0hebrgyz4x_mM%252C_%253BIajOlMb173LHuM%252C7J-94vDNyqtqGM%252C_&usg=AI4_-kTQXu2B18R2w8uMxBI3qpClK7zyUA&sa=X&ved=2ahUKEwjnmqeAzJL9AhW7FVkFHcW8BFAQjJkEegQIHxAC', 'https://moovitapp.com/index/en/public_transit-Mercadinho_Gabi-Osorio_e_Microrregiao_RS-site_203842657-4934', 'https://site.sabesp.com.br/site/uploads/file/clientes_servicos/correspondentes/correspondentes_bradesco%20.pdf', 'https://fgtas.rs.gov.br/upload/arquivos/201910/30154543-rede-credenciada-rs-atualizada.pdf']","['A empresa Mini Mercado Gabi trabalha há mais de 25 anos na categoria Super - Minimercados na cidade de Caxias do Sul, RS na Rua Da Glória, Nº 06 - Cruzeiro.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Mini Mercado Gabi especializado em null localizado em Rua Valentin João Casagrande,\xa0...', 'Estado / UF: Rio Grande do Sul / RS · Município: Caxias do Sul · Bairro: Cruzeiro · Logradouro: Rua Valentin Joao Casagrande · Número: 06 · Complemento: · CEP: 95.074\xa0...', 'Mini Mercado Gabi - Luiz Simao com CNPJ 02.225.201/0001-12 é uma empresa de Caxias do Sul/RS aberta em 03/11/1997. ... Inscrição Estadual RS: 029/0317142.', 'Mini Mercado Fernandes, Caxias do Sul. 698 likes. Aqui temos tudo oque você nosso cliente precisa.', 'The following transit lines have routes that pass near Mercadinho Gabi ... Rua Caxias Do Sul, 32 is 760 meters away, 10 min walk.', 'MINIMERCADO E SORVETERIA BOM DE MAIS RUA JOSE FERREIRA ... AV CRUZEIRO DO SUL QUADRA. 10 - 26. PARQUE PAULISTANO ... R DUQUE DE CAXIAS - DE 1 ATE.', '92 T C Rodrigues Minimercado Ltda do Dia Supermercado ... Rua Caxias do Sul, 540. Jardim Glória ... Restaurante Tudo de Bom - Rs. 12.536.048/0001-06.']"
MERCEARIA SENS & BECHER,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/rs/caxias-do-sul/mercearia-sens-becher-04878552000158/', 'https://www.apontador.com.br/local/rs/caxias_do_sul/mercearias/C4080295060F0T0F0A/mercearia_sens_becher.html', 'https://cnpj.biz/04878552000158', 'https://www.econodata.com.br/consulta-empresa/04878552000158-NELMA-MARIA-DE-OLIVEIRA-SENS-MINIMERCADO', 'https://www.diariocidade.com/rs/caxias-do-sul/guia/mercearia-sens-becher-04878552000158/', 'https://cidadeurgente.com/rs/caxias-do-sul/guia/mercearia-sens-becher-04878552000158/amp/', 'https://empresasdobrasil.com/empresa/mercearia-sens-becher-04878552000158', 'https://cadastroempresa.com.br/cnpj/04.878.552/0001-58-mercearia-sens-becher-nelma-maria-de-oliveira-sens-minimercado', 'https://www.valor.srv.br/empresa.php?cnpj=04878552000158&empresa=nelma-maria-de-oliveira-sens-minimercado']","['Confira abaixo os telefones, endereço e e-mail para contato de Mercearia Sens & Becher em Caxias do Sul, Rio Grande do Sul. · Endereço e dados de contato de\xa0...', '... as fotos e as avaliações do Mercearia Sens & Becher especializado em null localizado em Rua Padre Raul Accorsi, 95074-300, Cruzeiro, Caxias Do Sul, RS.', 'CNPJ: 04.878.552/ ; Inscrição Estadual RS: 029/0383633 ; Razão Social: Nelma Maria de Oliveira Sens Minimercado ; Nome Fantasia: Mercearia Sens & Becher ; Data da\xa0...', 'Consulte o CNPJ da MERCEARIA SENS & BECHER de Caxias do Sul, RS, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'A empresa Mercearia Sens & Becher, localizada no bairro Cruzeiro, em Caxias do Sul-RS foi fundada em 2002. A atividade principal da empresa é Comércio\xa0...', 'Mercearia Sens & Becher em Caxias do Sul - RS, Rio Grande do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...', 'Dados da empresa MERCEARIA SENS & BECHER - NELMA MARIA DE OLIVEIRA SENS MINIMERCADO - ME - CNPJ 4878552000158. ... Cidade Caxias do Sul\xa0...', 'Mercearia Sens & Becher - Nelma Maria de Oliveira Sens Minimercado com CNPJ 04.878.552/0001-58 é uma empresa de Caxias do Sul. Acesse para mais informações.', 'Nelma Maria de Oliveira Sens Minimercado (Mercearia Sens & Becher), ... Mercearia Sens & Becher é uma empresa aberta em 14/01/2002, ... Caxias do Sul/RS\xa0...']"
ACHOU PEGOU LEVOU BAZAR,+55 54 99901-5705,"['https://www.solutudo.com.br/empresas/rs/caxias-sul/variedades/achou-pagou-levou-bazar-ltda-6410924', 'https://www.apontador.com.br/local/rs/caxias_do_sul/bazares/C40345474C4D4D4D47/achou_pegou_levou_bazar.html', 'https://omelhordaserragaucha.com.br/achou-pegou-levou-bazar-em-caxias-do-sul-rs/', 'https://applocal.com.br/empresa/achou-pegou-levou-bazar/caxias-do-sul/rs/9212048', 'https://paginaamarela.com.br/empresa/achou-pegou-levou-bazar/caxias-do-sul/rs/9210339', 'https://www.listaamarela.com.br/empresa/rs/caxias_do_sul/achou_pegou_levou_bazar_9200698', 'https://www.jusbrasil.com.br/processos/nome/41554530/achou-pegou-levou-bazar-ltda', 'https://www.econodata.com.br/consulta-empresa/31421898000103-ACHOU-PAGOU-LEVOU-BAZAR-LTDA']","['A empresa Achou Pagou Levou Bazar Ltda trabalha desde 2018 na categoria Variedades na cidade de Caxias do Sul, RS na Rua Sinimbu, Nº 1919 - Centro.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Achou Pegou Levou Bazar especializado em null localizado em Rua Pinheiro Machado, 1540,\xa0...', 'Achou Pegou Levou Bazar em Caxias do Sul | RS. ENDEREÇO. Sinimbu, 2302 Sala 01 – Sao Pelegrino. 95020-510. Caxias do Sul, RS. TELEFONES.', 'Achou Pegou Levou Bazar fica sediada no endereço Rua Pinheiro Machado 1934 no bairro Nossa Senhora Lourdes na cidade de Caxias do Sul, RS.', 'Achou Pegou Levou Bazar está no bairro Nossa Senhora Lourdes na cidade de Caxias do Sul, RS. Veja aqui o telefone ☎ Telefone (54)... e o endereço completo\xa0...', 'ACHOU PEGOU LEVOU BAZAR está na categoria da Bazares em Caxias do Sul/RS. Rua Pinheiro Machado , 1934. Nossa Senhora Lourdes, Caxias do Sul, RS.', 'O Jusbrasil encontrou 4 processos de Achou, Pegou, Levou Bazar Ltda nos Diários Oficiais. ... x Achou Pegou Levou Bazar LTDA. TJRS · Caxias do Sul, RS.', 'Consulte o CNPJ da ACHOU PAGOU LEVOU BAZAR LTDA de Caxias do Sul, RS, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...']"
INFINIDADES,+55 31 97123-4254,"['https://www.facebook.com/infinidades.sm/', 'https://www.solutudo.com.br/mg/belo-horizonte/super-minimercados/infinidades-10822103', 'https://www.yellowpages.net/phone_55-3134871874_balloon-store_Belo-Horizonte_BREN326687.html', 'https://infinidades.negocio.site/', '/search?q=INFINIDADES,+BELO+HORIZONTE+-+MG&tbm=isch&source=univ&fir=kA7LuRTor_ThqM%252C-ZRSPujxwbqD4M%252C_%253Bs5fZiF1qFwghfM%252C28ZCA4RepJG4CM%252C_%253BM7Fu6EjB18nDUM%252CDWryBh4Gmhx6dM%252C_%253B-_aqVAdnIPx3OM%252Cf3j4ECaErkMOrM%252C_%253B4yzUrAI2V1Rj4M%252Cyq04oYlquvPAlM%252C_%253BAw_SNXXC7W9IlM%252C_xI9tHiTmOoj3M%252C_%253B4SuM8HQVfRFl3M%252COfNw3-2Wt18S5M%252C_%253BPJ9Y3WCA4NflFM%252CkSeZHwZ6y7nE-M%252C_%253Bd5US7OlqW0LWUM%252Cf3j4ECaErkMOrM%252C_%253B4iPrFRBv9ejtsM%252CHLO8QYm7yGTgLM%252C_&usg=AI4_-kS-507zS8CthaUPi7BqIYqShpu-Uw&sa=X&ved=2ahUKEwjfscOIzZL9AhX1KFkFHXq5Df4QjJkEegQIGhAC', 'https://www.econodata.com.br/consulta-empresa/03739258000100-INFINIDADES-SUPERMERCADO-SERVICOS-E-DISTRIBUIDORA-DE-VARIEDADES-EIRELI', 'https://guiafacil.com/site/emporio-infinidades/belo-horizonte/mg/3125353536/']","['Infinidades, Belo Horizonte, Brazil. 5 likes. Infinidades suprimentos para o dia a dia do seu lar, escritório,consultório, clínicas, empresas e...', 'A empresa Infinidades trabalha há mais de 22 anos na categoria Super - Minimercados na cidade de Belo Horizonte, MG na Rua Grao Para, Nº 220 - Loja 226\xa0...', 'Get website, phone, hours, directions for Infinidades e Cia., Avenida Elísio de Brito 1011 Belo Horizonte, +55 3134871874. Find other balloon store in Belo\xa0...', 'Infinidades. Loja De Materiais Para Escritório em Santa Efigênia. Aberto hoje até 18:00. Solicitar cotaçãoLigar agoraVer ... Belo Horizonte - MG. 30150-340.', 'Consulte o CNPJ da INFINIDADES de Belo Horizonte, MG, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'EMPORIO INFINIDADES tem como foco o segmento de Comércio Exterior - Assessoria em Belo Horizonte. Você pode localizá-lo em Rua Grão Pará, 220 no bairro ...']"
RESTAURANTE IDA E VOLTA,NAO DISPONIBILIZADO,"['https://www.turismocity.com.br/passagens-aereas-promocionais/p-6_restaurantes_de_emigrantes_em_BH_para_experimentar-5713.html', 'https://www.tripadvisor.com.br/ShowUserReviews-g2577982-d3736646-r286150221-Cafe_com_Prosa-Entre_Rios_de_Minas_State_of_Minas_Gerais.html', '/search?q=RESTAURANTE+IDA+E+VOLTA,+BELO+HORIZONTE+-+MG&npsic=0&rflfq=1&rldoc=1&rllag=-19926636,-43937478,1232&tbm=lcl&sa=X&ved=2ahUKEwjE1rK1zZL9AhVCFFkFHVmoDpcQtgN6BAgcEAE', 'https://www.expedicoesemfamilia.com.br/2021/09/restaurantes-tematicos-em-belo-horizonte.html', 'https://turismodeminas.com.br/dicas/paradas-nas-estradas/', 'https://blog.123milhas.com/lugares-para-comer-em-belo-horizonte-mg-melhores-restaurantes/', 'https://viagemeturismo.abril.com.br/cidades/belo-horizonte-2/', 'https://www.melhoresdestinos.com.br/o-que-fazer-em-belo-horizonte.html']","['Sep 13, 2022 — Você gosta de restaurantes de imigrantes em BH? Separamos 6 opções para você viajar pelos melhores pratos e se deliciar na capital mineira!', 'Br 383 KM 38, 5 | Entre Belo Horizonte e Tiradentes. A melhor parada da estrada., Entre Rios de Minas, Minas Gerais, Brasil. 31-997462369.', 'Jan 25, 2021 — Restaurante Caipira Xique - Imagem Expedições em Família · Restaurante Clube do Churrasqueiro - Imagem Expedições em Família · Restaurante Xapuri\xa0...', 'Jun 29, 2022 — Atualizado em: 29/04/2022 ás 12:47Os bares em BH são uma i ... 6 restaurantes de hotéis em BH para experimentar. Atualizado\xa0...', 'Jun 8, 2022 — Não sabe onde comer em BH? Confira os melhores restaurantes para sua viagem! Diversas opções de lugares para comer em Belo Horizonte!', '15/22 A gastronomia é um dos atrativos inescapáveis de BH. Na foto, pastel de angu servido no restaurante Xapuri (Mirela Mazzola/Viagem e Turismo).', 'A capital de Minas Gerais é muito fácil de ser percorrida e é o destino ideal para um feriado prolongado. O maravilhoso jeitinho mineiro de receber os turistas\xa0...']"
BAR E MERCEARIA NOSSA SRA DE LOURDES,+55 31 2555-3395,"['https://www.tripadvisor.com/Restaurant_Review-g303374-d10325802-Reviews-Mercearia_130-Belo_Horizonte_State_of_Minas_Gerais.html', 'https://www.econodata.com.br/consulta-empresa/25985235000100-LUCIENE-PEREIRA-DA-CRUZ', 'https://cnpj.biz/18742932000175', 'https://cadastroempresa.com.br/cnpj/01.374.955/0001-71-bar-e-mercearia-nossa-sra-de-lourdes-maria-das-gracas-machado', 'https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-Mercearia_Nossa_Senhora_De_Lourdes-Belo_Horizonte-site_226193776-843', 'https://www.instagram.com/baresebutecosmg/?hl=en', 'https://www.trivago.com/en-US/opr/hotels-near-nossa-senhora-de-lourdes?search=500-1849599']","['CUISINES. Brazilian, Bar ; Meals. Lunch, Dinner ; FEATURES. Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table\xa0...', '32.489.366/0001-62. BEST STEAK. (RESTAURANTE BEST STEAK EIRELI). 31.310-470. Rua Jordania, 180 - Ouro Preto. BELO HORIZONTE, MG. 1 a 10. funcionários ; 32.651.', 'May 15, 1975 — ... Bar e Mercearia Nossa Senhora de Lourdes Juventino Pereira Lisboa com CNPJ 18.742.932/0001-75 - 18742932000175 de Belo Horizonte/MG.', 'Bar e Mercearia Nossa Sra de Lourdes - Maria das Gracas Machado com CNPJ 01.374.955/0001-71 é uma empresa de Belo Horizonte/MG.', 'Dec 20, 2022 — Direções para Mercearia Nossa Senhora De Lourdes, a partir dos locais mais visitados em Belo Horizonte, usando o transporte público.', 'Quer conhecer os bares e butecos das Minas Gerais? ... Lourdes, Belo Horizonte . BAR DO BIM Rua General Carneiro, 352. Nossa Senhora das Graças,.', 'Hotels in Belo Horizonte, Brazil near Nossa Senhora de Lourdes. Visit trivago, compare over 200++ booking sites and find your ideal hotel near Nossa Senhora\xa0...']"
BIG TUDO,+55 31 3474-5551,"['https://www.solutudo.com.br/empresas/mg/belo-horizonte/cutelaria/big-tudo-17760459', 'https://www.facebook.com/bigtudoBH/', 'https://www.apontador.com.br/local/mg/belo_horizonte/lojas_diversas/C40265244E560Q560B/big_tudo.html', 'https://www.diariocidade.com/mg/belo-horizonte/guia/big-tudo-03393807000120/', 'http://brfirmas.org/Big+Tudo-3195214', 'https://www.benditoguia.com.br/empresa/big-tudo-gloria-belo-horizonte-mg', 'https://nicelocal.br.com/belo-horizonte/shops/big_tudo/', 'https://www.descubraonline.com/guia/mg/belo-horizonte/big-tudo-03393807000120/', 'https://empresasdobrasil.com/empresa/big-tudo-03393807000120', 'https://br.todosnegocios.com/pt/big-tudo_1F-31-3474-5551']","['A empresa Big Tudo trabalha há mais de 23 anos na categoria Cutelaria na cidade de Belo Horizonte, MG na Avenida Abilio Machado, Nº 1967 - Lojas A E B\xa0...', 'Big Tudo. 139 likes. Loja na Av Abílio Machado, 1967, BH - MG Brinquedos, utilidades domésticas, presentes etc. Aceitamos os principais cartões de...', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Big Tudo especializado em null localizado em Avenida Abílio Machado, e b, lojas a,\xa0...', 'A empresa Big Tudo, localizada no bairro Gloria, em Belo Horizonte-MG foi fundada em 1999. A atividade principal da empresa é Comércio Varejista de\xa0...', 'As informações acima sobre a Big Tudo, localizada no endereço Av. Abílio Machado e B, lj. A, Belo Horizonte, MG 30830-440, são precisas e foram encontradas\xa0...', 'Big Tudo Glória Belo Horizonte MG - Loja de artigos domésticos em Belo Horizonte localizada no endereço Av. Abílio Machado, 1967 - Alípio de Melo,\xa0...', 'Big Tudo,: localização da loja e detalhes de contato, comentários de ... Brasil, 30830-440, Belo Horizonte - MG, Av. Abílio Machado, 1967 - Alípio de Melo.', 'Big Tudo em Belo Horizonte, Minas Gerais. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Endereço · AV ABILIO MACHADO, 1967, LOJAS A E B · Bairro ALIPIO DE MELO · Cidade Belo Horizonte · CEP 30.830-440 · Telefone: Não disponível\xa0...', 'A Big Tudo está localizada em Av. Abílio Machado, 1967 - Alípio de Melo, Belo Horizonte - MG, 30830-440, Brazil, Minas Gerais.']"
