,tel,link,descricao
CHEF GRILL PRAIA,+55 22 99238-0552,"['https://www.tripadvisor.com.br/Restaurant_Review-g311322-d8259094-Reviews-Chef_Grill-Cabo_Frio_State_of_Rio_de_Janeiro.html', 'https://www.instagram.com/chefgrillcabofrio/?hl=en', 'https://restaurantguru.com.br/Chef-Grill-Praia-Cabo-Frio', 'https://es-la.facebook.com/people/Chef-Grill-Burguer/100067462005131/', 'https://www.ifood.com.br/delivery/cabo-frio-rj/chef-grill-praia-portinho/b261a14d-749f-4251-b9ec-3ab0a26e278e?prato=c22a40c0-43e6-4804-90ee-06299a6ccd7c%3Futm_source%3DMapPlaceAction?utm_source=MapPlaceAction', 'https://www.solutudo.com.br/empresas/rj/cb-frio/restaurantes/chef-grill-praia-22459422', 'https://www.econodata.com.br/consulta-empresa/05907572000172-CHEF-GRILL-PRAIA-DE-CABO-FRIO-LTDA', 'https://www.descubraonline.com/guia/rj/cabo-frio/chef-grill-praia-05907572000172/', 'https://nicelocal.br.com/cabo-frio/restaurants/chef_grill_praia/']","['Chef Grill Cabo Frio. Restaurante Chef Grill em Cabo Frio. #chefgrill. 317 posts. 839 followers. 133 following. Buffet completo com CHURRASCO!', 'Jan 21, 2023 — Chef Grill Praia fica perto da Praca Das Aguas. O menu deste restaurante é recomendado para os amantes da culinária.', 'Chef Grill Burguer, Cabo Frío. 98 Me gusta · 1 personas están hablando de esto. Restaurante.', 'Faça seu pedido online na Chef Grill Praia e receba em casa agora mesmo! Delivery de Restaurantes em Cabo Frio é aqui no iFood.', 'A empresa Chef Grill Praia trabalha na categoria Restaurantes na cidade de Cabo Frio, RJ na Av. Hilton Massa, Nº 527 - Centro. Entre em contato via telefone\xa0...', 'Consulte o CNPJ da CHEF GRILL PRAIA de Cabo Frio, RJ, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Chef Grill Praia em Cabo Frio, Rio de Janeiro. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Chef Grill Praia,: fotos, localização e dados de contato, horário de funcionamento e ... Brasil, 28908-000, Cabo Frio - RJ, Av. Hilton Massa, 527 - Centro.']"
PORTUGA BOLINHOS DE BACALHAU,+55 22 99969-1997,"['https://www.facebook.com/portugabolinhodebacalhau/?locale=pt_BR', 'https://www.tripadvisor.com.br/Restaurant_Review-g311322-d5333783-Reviews-Portuga_Bolinhos_De_Bacalhau-Cabo_Frio_State_of_Rio_de_Janeiro.html', 'https://www.instagram.com/portuga_cf/?hl=en', 'https://www.ifood.com.br/delivery/cabo-frio-rj/portuga-bolinhos-de-bacalhau-centro/acf380cc-87d0-4b19-9498-e195bc39e09e', '/search?q=Quanto+custa+o+bolinho+de+bacalhau+na+Cadeg%3F&sa=X&ved=2ahUKEwjH3qDd15H9AhX8KlkFHW3fCWYQzmd6BAg6EAU', 'https://restaurantguru.com.br/Portuga-Bolinho-de-Bacalhau-Cabo-Frio', 'https://www.solutudo.com.br/empresas/rj/cb-frio/restaurantes/portuga-bolinho-de-bacalhau-1158060', 'https://www.tripadvisor.co/LocationPhotoDirectLink-g311322-d5333783-i98177195-Portuga_Bolinhos_De_Bacalhau-Cabo_Frio_State_of_Rio_de_Janeiro.html', 'https://www.zapia.digital/cabo-frio-rj/centro/restaurante/portuga-bolinhos-de-bacalhau/2590795', 'https://partiuferiado.com.br/restaurantes/portuga-bolinhos-de-bacalhau-em-cabo-frio-rio-de-janeiro/']","['Página · Restaurante · Av nilo peçanha n 500 / Praia do Forte, Cabo Frio, RJ, Brazil · +55 22 99969-1997 · portugabolinhodebacalhau@hotmail.com.', 'Excelente pastel e bolinho de bacalhau   Vale a pena conferir. Pastel de todos os sabores feitos na hora. Fácil localização e estacionamento na rua.', 'Portuga Bolinho de Bacalhau. Restaurant. 25 posts. 838 followers. 177 following. Hoje nosso agradecimento é a todos nossos clientes e amigos que tem tanto\xa0...', 'Faça seu pedido online na Portuga Bolinhos de Bacalhau e receba em casa agora mesmo! Delivery de Restaurantes em Cabo Frio é aqui no iFood.', 'Jan 15, 2023 — Pub & bar Portuga Bolinhos De Bacalhau é um ótimo lugar para ir se estiver com vontade de comer comida Espanhola.', 'A empresa Portuga Bolinho De Bacalhau trabalha desde 2013 na categoria Restaurantes na cidade de Cabo Frio, RJ na Avenida Nilo Pecanha,\xa0...', 'Imagen de Portuga Bolinhos De Bacalhau, Cabo Frio: Bolinhas de bacalhau (massa idêntica ao do bolinho). Consulta 21 fotos y videos de Portuga Bolinhos De\xa0...', 'PORTUGA BOLINHOS DE BACALHAU - Centro. , ☎ Telefone (22) 2643. ... Avenida Nilo Peçanha, 500 - LOJA 03 - APART HOTE - Centro - Cabo Frio/RJ - Cep 28907-000\xa0...', 'Sempre que vou em Cabo Frio como os bolinhos de bacalhau do Portuga. Saborosos e com bacalhau de qualidade. Sergio C - outubro de 2017. Bolinho de bacalhau.']"
CABO GRILL,+55 22 2647-3708,"['https://www.tripadvisor.com.br/Restaurant_Review-g311322-d3865302-Reviews-Cabo_Grill-Cabo_Frio_State_of_Rio_de_Janeiro.html', 'https://www.facebook.com/restaurantecabogrill/?locale=pt_BR', 'https://www.instagram.com/cabogrillrestaurante/?hl=en', 'https://www.yelp.com/biz/cabo-grill-restaurante-cabo-frio', 'https://restaurantguru.com.br/Cabo-Grill-Cabo-Frio', 'https://www.ifood.com.br/delivery/cabo-frio-rj/cabo-grill-restaurante-centro/181e0843-bfb2-4cbb-a84d-167da4852e4b?utm_medium=share', 'https://www.tripadvisor.co/Restaurant_Review-g311322-d3865302-Reviews-or10-Cabo_Grill-Cabo_Frio_State_of_Rio_de_Janeiro.html', 'https://pt.foursquare.com/v/cabo-grill/4c1104a2a6c19521316e36dd', 'https://www.lonelyplanet.com/brazil/rio-de-janeiro/cabo-frio/restaurants/cabo-grill/a/poi-eat/1601110/363154']","['Self-service e churrascaria a quilo que é tradição em Cabo Frio. ⏰Aberto todos os dias, das 11h às 16h. Peça agora   · 479 posts · 1,923 followers · 722\xa0...', 'Photos · Map · R. Raul Veiga 554. Cabo Frio - RJ 28907-090. Brazil. Directions · (22) 2647-3708. Call Now · More Info. Menu for Cabo Grill Restaurante · Known For.', 'Jan 15, 2023 — O menu deste restaurante é recomendado para os amantes da culinária. Chegou a hora de provar churrasco bom, sushi saboroso e grelhado misto\xa0...', 'Faça seu pedido online na Cabo Grill Restaurante e receba em casa agora mesmo! Delivery de Restaurantes em Cabo Frio é aqui no iFood.', 'Cabo Grill, Cabo Frio: Consulta 193 opiniones sobre Cabo Grill con puntuación 4 de 5 y clasificado en Tripadvisor N.°45 de 741 restaurantes en Cabo Frio.', 'Se vier a Cabo Frio, o Cabo Grill é sempre uma boa pedida, fica aberto a tarde toda e fica somente a algumas quadras da praia do forte.', 'Cabo Grill. in Cabo Frio. Share. Locals flock to this self-serve place at lunchtime for its varied buffet, followed up with free shots of coffee.']"
NISSI RESTAURANTE E MERCEARIA,NAO DISPONIBILIZADO,"['https://www.turismo2rodas.com/rj/cabo-frio/guia/nissi-restaurante-e-mercearia-03652661000190/', 'https://www.descubraonline.com/guia/rj/cabo-frio/nissi-restaurante-e-mercearia-03652661000190/', 'https://restaurantespertodemim.com/e/nissi-restaurante-e-mercearia-bzijhh/', 'https://www.diariocidade.com/rj/cabo-frio/guia/nissi-restaurante-e-mercearia-03652661000190/', 'https://cnpj.biz/03652661000190', 'https://cadastroempresa.com.br/cnpj/03.652.661/0002-70-nissi-restaurante-e-mercearia-eliana-silva-dos-santos-restaurante-e-mercearia', 'https://guiaderestaurantesbrasil.com.br/rj/nissi-restaurante-e-mercearia-delivery-cardapio-whatsapp-rodizio-preco-promocao-pero-cabo-frio-621148', 'https://casadosdados.com.br/solucao/cnpj/eliana-silva-dos-santos-restaurante-e-mercearia-03652661000190', '/search?q=NISSI+RESTAURANTE+E+MERCEARIA,+CABO+FRIO+-+RJ&tbm=isch&source=univ&fir=6r6MdjJZPydqtM%252CWVxj0Harw72OmM%252C_%253BtvyyB3inPrlD5M%252C18c344eB2Wa_wM%252C_%253BoS8Ldb_6UEZE5M%252Cwnkoz0eSUgr-LM%252C_%253BjN_94OAzhoMWjM%252C18c344eB2Wa_wM%252C_%253B8Tq9opazbDq3EM%252CG6eYL_2CYVgeUM%252C_%253BEM44BFazalkVIM%252CW50bRF7C6IT3nM%252C_%253BXWZ6JMx_eVeTaM%252CRfFWu4Y93TZJQM%252C_%253BpMgDX_Sg9cOn9M%252CoXohrY9lZwxpvM%252C_%253BT0qeA1l3jhUHKM%252CKJ_EWYC1FQB4cM%252C_%253BP5X2naYWKW1HcM%252CjUL1IXqqlhuV0M%252C_&usg=AI4_-kQbaIdGhyNoNEwbL8EqSF9clArsEw&sa=X&ved=2ahUKEwjZ4aSa2JH9AhWfE1kFHcjYBfUQjJkEegQIJRAC']","['Nissi Restaurante E Mercearia em Cabo Frio, Rio de Janeiro. Acesse agora e confira ✆ telefones, endereço e horários de atendimento dessa empresa\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Nissi Restaurante E Mercearia em Cabo Frio, Rio de Janeiro. · Endereço e dados de contato de NISSI\xa0...', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Nissi Restaurante e Mercearia, para encontrar Restaurantes em Rua do Moinho, Peró, Cabo Frio - RJ\xa0...', 'A empresa Nissi Restaurante E Mercearia, localizada no bairro Pero, em Cabo Frio-RJ foi fundada em 2000. A atividade principal da empresa é Restaurantes e\xa0...', 'Feb 15, 2000 — Nissi Restaurante e Mercearia Eliana Silva dos Santos - Restaurante e Mercearia 03.652.661/0001-90 · Informações de Registro · Contatos.', 'Eliana Silva dos Santos - Restaurante e Mercearia com CNPJ 03.652.661/0002-70 é uma empresa de Cabo Frio/RJ. Acesse para mais informações.', 'Rio de Janeiro > Cabo Frio > Pero TELEFONE NISSI RESTAURANTE E MERCEARIA - DELIVERY ... Cardápio - Whatsapp - Rodízio - Preço - Promoção - Pero - Cabo Frio.', 'ELIANA SILVA DOS SANTOS - RESTAURANTE E MERCEARIA - CNPJ 03652661000190 ... 15.615.084/0001-45 - PARTIDO LIBERAL CABO FRIO - RJ - MUNICIPAL\xa0...']"
FAROL DO FORTE,+55 22 98844-5408,"['https://www.tripadvisor.com.br/Restaurant_Review-g311322-d5340264-Reviews-Restaurante_Farol_do_Forte-Cabo_Frio_State_of_Rio_de_Janeiro.html', 'https://www.facebook.com/FarolDoForteCF/?locale=pt_BR', '/search?q=FAROL+DO+FORTE,+CABO+FRIO+-+RJ&tbm=isch&source=univ&fir=_I3Y2--wl45daM%252CEUz6nw614lgGPM%252C_%253BLqv9NqYFWBUsjM%252COqAJNfclRHaBxM%252C_%253BHIdZz8AtCzePUM%252CaOS2llmGETCXxM%252C_%253BF1wUt5IQ9xpn4M%252CpWLNZjR2hAXZdM%252C_%253B_dIPVsHX5i3UfM%252C-P7cc-vfa1SlBM%252C_%253BCQ_S6p2aH05YMM%252Cm6BeoI1vBONNjM%252C_%253BuH3LXch6P1OFCM%252CEUz6nw614lgGPM%252C_%253BEBIQsYLCaQ_qbM%252C6q2dqKx0qGtyGM%252C_%253BHmD4QsJ9Wb184M%252CVZuD9Jr40O6deM%252C_%253BHS88OAgvT9xn5M%252C-P7cc-vfa1SlBM%252C_&usg=AI4_-kSOsCSTis3_amblV0gTmWq250eFhg&sa=X&ved=2ahUKEwi5xOXC2JH9AhWzGFkFHV9ICvsQjJkEegQIChAC', 'https://restaurantguru.com.br/Farol-do-Forte-Cabo-Frio-2', 'https://untappd.com/v/farol-do-forte/4181468', 'http://menudigital.site/faroldoforte/', 'https://www.tripadvisor.co/LocationPhotoDirectLink-g311322-d5340264-i470278861-Restaurante_Farol_do_Forte-Cabo_Frio_State_of_Rio_de_Janeiro.html', 'https://pt.foursquare.com/v/farol-do-forte/4e67fe9518a8bf0571d8bcb4', 'https://cnpj.biz/03587338000180']","['Refeições e petiscos à beira mar! ⏰ Abertos todos os dias de 12h á 01h Av do Contorno 890 - Praia do forte - Cabo Frio Delivery através do iFood ou\xa0...', 'Feb 3, 2023 — Nrestaurante Farol Do Forte as pessoas encontram um menu variado, com base na culinária Espanhola. Comer tamboril fascinante, Moqueca saborosa e\xa0...', ""Find out what's popular at Farol Do Forte in Cabo Frio, RJ in real-time and see activity."", 'Av. do Contorno, nº 890,. lojas 01,02,03 - Praia do Forte. Cabo Frio - RJ.', 'Imagen de Restaurante Farol do Forte, Cabo Frio: SALADA DE BATATA COM MOSTARDA DA CASA, ERVA DOCE E BACON PURPURINA.... SIMPLESMENTE SURPREENDENTE.', 'A orla também conta com restaurantes muito bons!!"" Andressa C. Andressa Costa · Brasil » Rio de Janeiro » » Cabo Frio »\xa0...', 'Todos os dados da empresa Farol do Forte J. F. de Cabo Frio Restaurante LTDA com CNPJ 03.587.338/0001-80 - 03587338000180 de Cabo Frio/RJ. Endereço...']"
PORTINHO COZINHA ITALIANA,+55 12 3896-7171,"['https://www.instagram.com/ristorantiportinho/?hl=en', 'https://www.tripadvisor.com.br/Restaurant_Review-g609135-d3743025-Reviews-Restaurante_Portinho-Ilhabela_State_of_Sao_Paulo.html', 'https://www.facebook.com/RestaurantePortinho/?locale=pt_BR', 'https://restaurantguru.com.br/Restaurante-Portinho-Ilhabela', 'https://cardapio.menu/restaurants/formosa-1/restaurante-portinho-1', 'http://cnpj.info/Restaurante-Portinho-Portinho-Cozinha-Italiana', '/search?q=PORTINHO+COZINHA+ITALIANA,+ILHABELA+-+SP&tbm=isch&source=univ&fir=RDnGHaB9tNiXgM%252C5sB0unyRAa3uRM%252C_%253BA_-dgZfIf0R38M%252C32Qd0aXnvQbbVM%252C_%253BbiYVDJm061YIyM%252CZJqA1CgYXDqRbM%252C_%253Bx19sBLm95L_3WM%252C32Qd0aXnvQbbVM%252C_%253BNj8x-Go4UHU8iM%252Cj9ygorm8F0OAgM%252C_%253BpwBrvBlTfgCq7M%252C4aooZFGx0OFJnM%252C_%253BvbRy8UlwmvIdxM%252CSvCAC6Jkpm7P8M%252C_%253BsCqKwZ3IOh2cPM%252C5sB0unyRAa3uRM%252C_%253BEURjJXuWtWK9lM%252CZJqA1CgYXDqRbM%252C_%253BQVNxkph-l5w-IM%252C5sB0unyRAa3uRM%252C_&usg=AI4_-kSDiDSD1RX6QQ43RSf-wgU1wMZDdQ&sa=X&ved=2ahUKEwjE4tL72JH9AhWhF1kFHQMACQcQjJkEegQIYBAC', 'http://87.251.77.29:19742/7b351acc.html']","['Restaurante Portinho Ilhabela - Cozinha Italiana e Frutos do Mar. Segunda à Quinta, das 17h às 23h30. Sexta à Domingo, das 13h às 23h30', 'FAIXA DE PREÇO. R$ 110 - R$ 300 ; COZINHAS. Italiana ; Dietas especiais. Opções vegetarianas, Opções sem glúten.', 'Cozinha Italiana - Cozinha Mediterrânea - Frutos do Mar Av. Pedro de Paula Moraes, 749, 11630-000 Ilhabela, SP.', 'Jan 15, 2023 — Os sabores marcantes da cozinha Italiana atraem diversos visitantes. O ravioli, tamboril e Brigadeiro são bons. Nesse lugar clientes podem\xa0...', 'De momento existem 3 pratos e bebidas no menu. Podes pedir a troca de ofertas por telefone. Neste Pousada podes esperar tipo cozinha italiana com clássicos como\xa0...', 'Consulta CNPJ da empresa Restaurante Portinho LTDA | Portinho Cozinha Italiana. ... Restaurante Portinho LTDA | Portinho Cozinha Italiana ... ILHABELA - SP', 'Sala de lazer/sala de TV LocalizaçãoSituado no bairro Praia do Portinho, ... Brasil Restaurante Portinho Ilhabela - Cozinha Italiana e Frutos do Mar.']"
ESQUINA DA PIZZA,+55 12 3896-5050,"['https://www.apontador.com.br/local/sp/ilhabela/pizzarias/C401548F295E1O5E12/esquina_da_pizza.html', 'https://pizzariaspertodemim.com/e/esquina-da-pizza-ahztly/', 'https://www.tripadvisor.com.br/Restaurant_Review-g609135-d3936634-Reviews-O_Caminho_da_Pizza-Ilhabela_State_of_Sao_Paulo.html', 'https://www.cylex.com.br/ilhabela/esquina-da-pizza-11457917.html', 'https://www.diariocidade.com/sp/ilhabela/guia/esquina-da-pizza-01005901000139/', 'https://cidadeurgente.com/sp/ilhabela/guia/esquina-da-pizza-01005901000139/', 'https://www.planetabrasileiro.com/esquina-da-pizza-ilhabela-sp-F1406C0051ED6', 'https://www.ocaminhodapizza.com.br/', '/search?q=ESQUINA+DA+PIZZA,+ILHABELA+-+SP&tbm=isch&source=univ&fir=cts2YM1RkYIZaM%252CY8M0aYxRiUdTvM%252C_%253B6zSMsa4T4TgprM%252CY8M0aYxRiUdTvM%252C_%253BD6V7Mk1b3gbmyM%252CMdhomDEZL01GFM%252C_%253BUocSbVzEB9Ia_M%252Cb8I-kbiT_KMUYM%252C_%253B7kNlhanhDj0tGM%252C4DwFbsHfCwQuiM%252C_%253Ba69lFPGhadeXzM%252CRq5jhZYUk8Yh-M%252C_%253B7kx8J4Anb298IM%252CY8M0aYxRiUdTvM%252C_%253BpEn3hzJozYGtJM%252CY8M0aYxRiUdTvM%252C_%253Byyp9UVNK-Ngc6M%252Clgo6vz25utgq1M%252C_%253BlUg85FR3cYmNUM%252CY8M0aYxRiUdTvM%252C_&usg=AI4_-kTN47uMJvUIyxtg0Rh87YzJkVdJPA&sa=X&ved=2ahUKEwjvosGq2ZH9AhXGF1kFHSaRAEEQjJkEegQILxAC']","['Encontre qual o telefone, o endereço, as fotos e as avaliações do Esquina da Pizza especializado em null localizado em Avenida Almirante Tamandaré, 831,\xa0...', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Esquina da Pizza, para encontrar Pizzarias em Av Almirante Tamandare, Pereque, Ilhabela - SP\xa0...', 'O Caminho da Pizza, Ilhabela: Veja 950 dicas e avaliações imparciais de O ... Rua José Joaquim da Silva, 272 Itaquanduba, Ilhabela, Estado de São Paulo\xa0...', 'Esquina da Pizza Av Princs Isabel 1708 Lj 5 em Ilhabela, SP, ☎ (12) 3896-6..., Rotas itinerárias e muito mais.', 'Confira no mapa como chegar em Esquina Da Pizza, no endereço: Avenida Almirante Tamandare, 831, Pereque, Ilhabela-SP. CEP: 11630-000 . Compartilhe:\xa0...', 'Esquina Da Pizza em Ilhabela - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.', 'Esquina Da Pizza - Ilhabela Sp. QUALIFICAR. Publicado: Março 23. restaurantes - restaurantes (variada), restaurantes - endereço: Av Princs Isabel,\xa0...', 'Inaugurada em 2006 por um casal de empresários da capital paulista, a forneria O Caminho da Pizza surgiu com a proposta de trazer para Ilhabela um conceito\xa0...']"
PORTU BRASIL,+55 12 99172-0720,"['https://www.tripadvisor.com/Restaurant_Review-g609135-d3451991-Reviews-Restaurante_Portu_Brasil-Ilhabela_State_of_Sao_Paulo.html', 'https://www.tripadvisor.com.br/Restaurant_Review-g609135-d3451991-Reviews-Restaurante_Portu_Brasil-Ilhabela_State_of_Sao_Paulo.html', 'https://www.facebook.com/portubrasil.ilhabela/', 'https://restaurantguru.com.br/Portu-Brasil-Ilhabela', 'https://www.instagram.com/restauranteportubrasil/?hl=en', 'https://pt.foursquare.com/v/portubrasil/4c83f02dd8086dcb639b8452', 'https://en.wikipedia.org/wiki/Ilhabela', 'https://cardapio.menu/restaurants/formosa-1/restaurante-portu-brasil', 'https://m.yelp.com/biz/porto-brasil-ilhabela']","['Restaurante Portu•Brasil, Ilhabela: Veja 103 dicas e avaliações ... Rua Chico Reis 36 Saco da Capela, Ilhabela, Estado de São Paulo 11630-000 Brasil +55\xa0...', 'Join Facebook to connect with Portu-Brasil Ilhabela and others you may know. ... Places lived. Ilhabela, Sao Paulo, Brazil, profile picture\xa0...', 'Jan 15, 2023 — #5 de 487 restaurantes em Ilhabela. Portuguesa, Espanhola, Opções vegetarianas. FechadoAbre às 18:00 ... Ilhabela, São Paulo, Brasil.', '1370 Followers, 502 Following, 45 Posts - See Instagram photos and videos from PORTU•BRASIL CULINÁRIA IBÉRICA (@restauranteportubrasil)', 'Restaurante Portu-Brasil. Rua Chico Reis 36 | Saco da Capela, Ilhabela, State of Sao Paulo 11630-000, Brazil, Formosa\xa0...', ""Porto Brasil in Ilhabela, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what's great and not so great in Ilhabela and\xa0...""]"
CHURRASCO NA TABUA,+55 48 3265-1106,"['https://www.tripadvisor.com.br/Restaurant_Review-g1936524-d5341736-Reviews-Churrasco_Na_Tabua-Sao_Joao_Batista_State_of_Santa_Catarina.html', 'https://m.facebook.com/profile.php?id=421759037895701', 'https://restaurantguru.com.br/Churrasco-na-Tabua-Sao-Joao-Batista-3', 'https://www.tripadvisor.co/LocationPhotoDirectLink-g1936524-d5341736-i209878938-Churrasco_Na_Tabua-Sao_Joao_Batista_State_of_Santa_Catarina.html', 'https://www.solutudo.com.br/empresas/sc/s-joao-batista/restaurantes/churrasco-na-tabua-10131762', 'http://www.empresasembrasil.com/restaurantes/24661-restaurante-sao-joao-batista-SC.html', 'http://cnpj.info/Churrascaria-Soares-Churrasco-Na-Tabua', '/search?q=CHURRASCO+NA+TABUA,+SAO+JOAO+BATISTA+-+SC&tbm=isch&source=univ&fir=gU4nPG7sbhyngM%252CLpKngIgzx-7HzM%252C_%253Bti6eneGDmOZQ1M%252Cqtmh-4NGIzSqUM%252C_%253BPyUwmOPnTa2g9M%252CLpKngIgzx-7HzM%252C_%253By1-gUK5RTaiJ9M%252CH5WJqm-DG3TjyM%252C_%253BjnoGNEyXIZTkTM%252CAhc5cCQ9tu6otM%252C_%253BTReWb8qRxwHX6M%252ChuEjdf88T9AUeM%252C_%253B9zwejWRcz4pDZM%252Cqtmh-4NGIzSqUM%252C_%253BaFB8b2my6YiVBM%252ChuEjdf88T9AUeM%252C_%253BgciKLXuwmRToQM%252Cqtmh-4NGIzSqUM%252C_%253BIAaO202p2vU4gM%252C0415hc1QHtp4gM%252C_&usg=AI4_-kSVpx8KavFteiWY8IBpUPT5nvbPPw&sa=X&ved=2ahUKEwjiqKuI2pH9AhXrFVkFHVh4BuUQjJkEegQILBAC', 'https://www.sluurpy.com.br/s%C3%A3o-jo%C3%A3o-batista/restaurante/1579410/churrasco-na-tabua', 'https://www.descubraonline.com/guia/sc/sao-joao-batista/churrasco-na-tabua-03983744000161/']","['Churrasco Na Tabua, São João Batista: Veja 15 dicas e avaliações imparciais ... Rodovia Sc 411, SN S Bras, São João Batista, Santa Catarina 88240-000 Brasil\xa0...', 'Churrasco Na Tábua São Joao Batista, São João Batista, SC, Brazil. 56 likes · 114 were here. Barbecue Restaurant.', 'Jan 4, 2023 — Este bbq é recomendado para amantes da culinária Brasileira. Churrasco saboroso é os pratos mais gostosos. Na maior parte do tempo,\xa0...', 'Imagen de Churrasco Na Tabua, Sao Joao Batista: Fachada do restaurante. Consulta 2 fotos y videos de Churrasco Na Tabua tomados por miembros de Tripadvisor.', 'No mercado, a empresa está localizada na Rodovia Sc 411, Nº S/N no bairro Rio Do Braco em São João Batista - SC, CEP 88240-000. A empresa Churrasco Na Tabua\xa0...', 'Churrasco Na Tabua - Restaurante no São João Batista. Nesta seção do EmpresasEmBrasil.com você pode consultar contatos e endereço da restaurante.', 'Consulta CNPJ da empresa Churrascaria Soares LTDA | Churrasco Na Tabua. ... Endereço. Rodovia Sc 411, S/N RIO DO BRACO SAO JOAO BATISTA - SC 88240-000\xa0...', 'Churrasco Na Tabua, São João Batista: navegue nos menu, leia acima de 365 revisões dos usuários de Sluurpy com uma classificação de 84/100 e verifique os\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Churrasco Na Tabua em São João Batista, Santa Catarina. CHURRASCARIA SOARES LTDA com o CNPJ\xa0...']"
TECA BARONE,+55 12 3211-2732,"['https://www.facebook.com/pizzariatecabarone/?locale=pt_BR', 'https://www.tripadvisor.com.br/Restaurant_Review-g675037-d7867028-Reviews-Teca_Barone-Caraguatatuba_State_of_Sao_Paulo.html', 'https://restaurantguru.com.br/Teca-Barone-Caraguatatuba', 'https://www.listamais.com.br/local/cad_idXBDQXDD/esfiharia-e-pizzaria-teca-barone-lanches-em-caraguatatuba-sp', 'https://www.solutudo.com.br/empresas/sp/caraguatatuba/esfiharias/pizzaria-teca-barone-127019', 'https://www.99praia.com.br/Perfil/ESFIHARIA-E-PIZZARIA-TECA-BARONE/Caraguatatuba/Restaurantes/pt', 'https://www.apontador.com.br/local/sp/caraguatatuba/pizzarias/MAG8JSN8/teca_barone.html', 'https://www.pizzariaweb.com.br/pizzaria/sp-caraguatatuba--teca-barone-pizzaria-esfiharia.html', 'https://www.tripadvisor.co/Restaurant_Review-g675037-d7867028-Reviews-Teca_Barone-Caraguatatuba_State_of_Sao_Paulo.html']","['Pizzaria e esfiharia teca barone · Página · Pizaria · av miguel varlez 259, Caraguatatuba, SP, Brazil · +55 12 3211-2732 · pizzariatecabarone.com · Sempre aberto.', 'Teca Barone, SP ainda não recebeu pontuações suficientes para a comida, serviço, preço e ambiente. Seja uma das primeiras pessoas a deixar feedback! Faça uma\xa0...', 'Teca Barone Pizzaria Esfiharia, #288 entre Caraguatatuba pizzarias: 107 avaliações e 8 fotos detalhadas. Encontrar no mapa e ligar para reservar uma mesa.', 'Esfiharia e Pizzaria Teca Barone Caraguatatuba SP Lanches | Encontre na Lista Mais o Telefone, WhatsApp, Endereço, Avaliações e Como Chegar em Avenida\xa0...', 'A empresa Pizzaria Teca Barone trabalha na categoria Esfiharias na cidade de Caraguatatuba, SP na Avenida Miguel Varlez, Nº 255 - Jardim Primavera.', 'Veja os Telefones e Endereços de Restaurantes em Caraguatatuba no Litoral de São Paulo.', '... as fotos e as avaliações do Teca Barone especializado em null localizado em Avenida Miguel Varlez, 259, 11660-650, Jardim Primavera, Caraguatatuba, SP.', 'Teca Barone Pizzaria Esfiharia. Tr Miguel Varlez 255 - - Caraguatatuba/SP. Tel. (12) 3882-3289. Não informado. Em Promoção; Com Carpápio; Galeria de Fotos.', 'Todavía no hay suficientes calificaciones sobre comida, servicio, precio o ambiente para Teca Barone, SP. Sé uno de los primeros en escribir una opinión.']"
